#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1105:18067:19545	gg20110531_318732	1187	52	37.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1105:7824:23793	ncbibact2012011723S_1926	417	60	51.72	90.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1105:8671:24593	slr108_2153	184	105	56.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1105:18343:27417	ncbibact2012011723S_2278	353	143	64.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1105:16400:28011	slr108_2153	110	218	86.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:9208:12570	ncbibact2012011723S_2278	200	138	85.19	87.77
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:25986:14006	slr108_274	1335	193	77.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:22236:14492	ncbibact2012011723S_2212	1512	120	59.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:29679:14893	slr108_9851	2569	89	50.86	98.88
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14998:16997	ncbibact2012011723S_2278	336	174	69.60	99.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14998:16997	ncbibact2012011723S_2278	274	85	34.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12022:18987	slr108_5368	1527	39	30.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:27700:20578	ncbibact2012011723S_1128	1628	145	77.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:5748:20597	slr108_3331	860	82	60.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:11882:24861	gg20110531_627333	482	240	96.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19034:9358	ncbibact2012011723S_1128	629	229	91.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18791:13124	slr108_265	2637	148	64.63	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7114:13294	ncbibact2012011723S_2278	342	103	56.59	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:22631:15137	ncbibact2012011723S_2212	740	88	52.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7629:15754	ssr108_460605	19	141	59.24	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7629:15754	ssr108_189551	1	68	28.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6336:15936	rdp1028_604473	1153	161	78.16	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16623:16495	ncbibact2012011716S_2967	717	100	57.14	99.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:22938:21126	slr108_999	1267	109	58.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:22482:7505	slr108_14426	777	243	97.20	97.53
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:5741:10801	slr108_274	1574	88	52.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:23124:11388	rdp1028_604615	574	131	61.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:11222:12864	slr108_14461	248	80	49.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:10934:13052	ncbibact2012011723S_814	813	76	48.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:8696:13736	slr108_4076	134	199	82.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:20336:13767	rdp1028_588124	594	93	51.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:18079:14373	gg20110531_429543	567	136	63.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:12281:14838	ncbibact2012011723S_1128	678	195	78.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:12281:14838	slr108_6098	764	44	17.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:26829:18397	ncbibact2012011723S_1128	726	140	74.87	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:17733:18843	ncbibact2012011723S_1298	1573	84	50.60	98.81
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:3523:19707	slr108_15644	467	222	97.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:19542:21138	ncbibact2012011723S_2553	1234	110	48.67	91.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:20923:8536	slr108_18280	633	72	57.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:18007:9838	rdp1028_587476	213	164	66.94	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:16608:13676	slr108_13701	2620	64	44.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:17181:15218	ncbibact2012011723S_2278	336	85	36.64	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:17181:15218	ncbibact2012011723S_2278	274	80	34.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:14140:17675	ncbibact2012011723S_2281	1596	206	82.07	99.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:23647:22561	rdp1028_1269003	253	125	49.80	98.40
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1109:23647:22561	gg20110531_470093	106	80	31.87	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:13276:3273	ncbibact2012011723S_182	719	105	56.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:11515:8413	slr108_15495	1042	107	48.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:20706:12685	gg20110531_245251	1072	169	68.55	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:7913:12932	rdp1028_604551	565	54	38.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:24227:13214	slr108_15691	1197	115	58.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:15399:13332	slr108_274	779	82	50.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:19391:13452	slr108_4544	2327	86	51.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:12002:13492	gg20110531_178750	427	129	83.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:14257:16310	ncbibact2012011723S_2494	2478	146	64.60	98.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:25788:16619	rdp1028_621595	47	127	84.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:6485:17197	slr108_18186	2327	160	79.10	99.38
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:25496:20894	gg20110531_422225	1032	122	84.14	92.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1110:22508:24441	ncbibact2012011723S_182	1020	107	68.15	99.07
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:17796:2139	hmp2011120623S_238	154	251	100.00	99.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:20242:3582	slr108_12982	1467	97	46.19	87.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:18052:6012	ncbibact2012011723S_3010	1328	142	63.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:22232:7115	ncbibact2012011723S_2278	340	163	64.94	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:22232:7115	ncbibact2012011723S_2278	300	73	29.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:18133:7929	hmp2011120623S_253	1579	103	47.03	98.06
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:18568:7946	rdp1028_594186	58	36	32.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:4736:13463	gg20110531_591429	119	184	78.63	99.46
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:11427:13964	rdp1028_620852	194	95	54.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:5135:17179	ncbibact2012011723S_1128	2145	65	35.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:5135:17179	slr108_5768	2210	45	24.46	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:27183:20546	gg20110531_534069	627	46	36.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1111:16392:28274	slr108_963	1434	184	88.89	89.13
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:18132:3518	ssr108_51810	1297	243	98.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:19429:4681	ncbibact2012011723S_2278	559	103	55.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:11624:4807	slr108_4577	1166	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:2278:12564	ncbibact2012011723S_2278	312	87	51.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:24982:12605	slr108_17712	2403	93	53.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:26844:14358	ncbibact2012011723S_1128	1178	201	81.71	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:6852:15478	ncbibact2012011723S_1926	1956	150	61.73	99.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:6852:15478	ncbibact2012011723S_1523	738	41	16.87	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:5379:16860	slr108_3331	776	88	51.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:21624:17475	slr108_3216	2231	106	56.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:27191:20409	slr108_274	754	102	56.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:25988:21986	rdp1028_587194	27	134	60.36	99.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:11795:22400	ncbibact2012011723S_1926	1991	143	65.30	99.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:13837:28102	slr108_6075	1234	79	66.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:23803:5389	gg20110531_590360	455	124	74.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4154:7795	ncbibact2012011723S_2282	289	70	46.05	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12034:9974	ncbibact2012011723S_2278	340	189	75.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12034:9974	ncbibact2012011723S_2278	300	66	26.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14947:10330	ssr108_39048	879	112	45.16	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14947:10330	ssr108_40596	878	108	43.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:9476:12983	rdp1028_326676	604	148	79.14	98.65
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4937:13705	rdp1028_587476	232	151	72.95	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11420:18197	hmp2011120623S_115	1441	120	59.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11420:18197	slr108_15691	1785	35	17.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:5637:20521	gg20110531_406581	653	68	45.33	94.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24075:21660	rdp1028_545866	221	194	84.35	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16101:3372	slr108_3194	999	103	56.67	99.03
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14539:9681	slr108_3216	2239	184	73.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:4718:12877	hmp2011120623S_288	1772	183	85.92	98.91
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15360:13361	ncbibact2012011723S_464	1607	79	35.91	97.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15360:13361	ncbibact2012011723S_2578	2155	57	25.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:26383:17448	ncbibact2012011723S_140	1437	108	55.96	98.15
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:26699:17917	ncbibact2012011723S_1927	1954	110	71.43	99.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:11248:19568	ncbibact2012011723S_2278	1696	83	50.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14102:20762	rdp1028_13152	124	150	65.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23304:21377	ncbibact2012011723S_1128	729	134	73.63	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:9236:26795	ncbibact2012011723S_260	2132	133	53.41	97.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:9236:26795	ncbibact2012011723S_1932	2390	101	40.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:17508:28645	ncbibact2012011723S_140	363	67	55.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:21560:4875	slr108_2991	2771	132	71.35	99.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:12568:10784	gg20110531_242440	480	137	79.65	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:12874:16160	slr108_4544	2223	128	60.66	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:1843:16488	rdp1028_604732	496	129	100.00	93.02
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:13539:22226	slr108_274	1194	54	40.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:6498:22883	ncbibact2012011723S_3010	1260	176	79.28	99.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2101:10551:27977	ncbibact2012011723S_1927	613	87	71.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:15980:4732	slr108_15283	1642	67	56.30	95.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:20652:7675	slr108_12456	1353	42	34.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:4794:7749	ncbibact2012011723S_2278	274	135	54.44	99.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:4794:7749	ncbibact2012011723S_2278	336	122	49.19	99.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:26382:7951	ncbibact2012011723S_1128	1215	174	85.29	91.95
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:26742:9100	ncbibact2012011723S_1128	576	95	54.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:6065:11061	hmp2011120623S_289	1944	69	46.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:14009:12089	rdp1028_603920	1228	123	60.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:20036:15178	ncbibact2012011723S_3010	1260	160	67.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:27383:16141	gg20110531_164416	508	52	55.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:2541:17871	ncbibact2012011716S_2967	236	99	50.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:2541:17871	ncbibact2012011716S_2965	344	61	30.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2102:8792:24948	ncbibact2012011723S_3721	1163	92	49.20	98.91
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:12952:1872	ssr108_160027	410	113	57.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:12492:5217	rdp1028_450540	486	155	65.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:22145:5301	gg20110531_287207	625	106	72.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:10529:6520	ncbibact2012011723S_1038	191	100	52.91	96.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:8434:8397	slr108_2153	215	67	44.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:27271:9404	ncbibact2012011723S_1951	2182	84	51.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:17575:12875	ssr108_32963	819	170	75.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:8520:14174	ncbibact2012011723S_814	285	183	100.00	97.81
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:10542:14238	ssr108_533087	331	114	59.38	86.84
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:3178:17168	gg20110531_381992	557	185	76.76	96.76
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:8862:20042	hmp2011120623S_409	170	122	71.35	99.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2103:22326:22473	ncbibact2012011723S_814	623	161	72.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:12050:3565	slr108_12452	597	50	36.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:10841:5525	rdp1028_587362	127	112	64.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:18640:8950	slr108_274	754	87	52.10	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:11398:11343	ncbibact2012011723S_1930	1526	135	58.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:11398:11343	ncbibact2012011723S_2282	1700	45	19.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:13334:13529	gg20110531_381992	582	169	74.78	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:9532:15158	ncbibact2012011723S_465	1699	82	76.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:27371:15557	rdp1028_693940	1	61	54.46	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2104:8309:19010	slr108_765	722	41	33.61	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:12533:7781	ncbibact2012011723S_2282	1721	127	59.07	99.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:26306:7950	slr108_3331	755	114	72.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:25433:8303	ncbibact2012011723S_29	1115	139	64.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:24897:19212	ncbibact2012011723S_2278	309	152	80.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:19761:21003	slr108_4910	1933	73	36.32	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:19761:21003	ncbibact2012011723S_1583	1916	50	24.88	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:8493:22931	slr108_5988	491	36	31.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:16134:23582	rdp1028_604551	502	93	68.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:14716:26288	rdp1028_542803	126	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2105:16876:27303	rdp1028_588159	641	121	72.89	97.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:14113:2787	rdp1028_617626	38	187	84.62	95.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:18659:5253	rdp1028_778817	617	65	44.83	96.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:27128:9715	rdp1028_328131	626	100	55.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:12002:12258	slr108_4544	2309	101	54.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:18773:13815	ncbibact2012011723S_2278	340	49	33.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:26643:14982	slr108_3565	1582	73	53.28	97.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:9169:18562	ncbibact2012011723S_3282	1343	119	66.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:14444:18778	slr108_8331	133	224	90.32	96.88
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:27660:20673	slr108_910	1346	77	58.78	96.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:9507:22486	gg20110531_534320	355	189	81.82	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2106:16872:26794	ncbibact2012011723S_182	719	118	73.75	99.15
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:14871:6207	ncbibact2012011716S_2967	182	224	89.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:14871:6207	gg20110531_445468	1172	32	12.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:16124:7142	hmp2011120623S_465	65	100	68.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:27330:8777	slr108_2950	3071	72	45.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:27510:11613	ncbibact2012011723S_1128	1597	176	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:7940:12602	slr108_5509	246	45	41.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:11229:13002	slr108_7175	149	185	74.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:11229:13002	slr108_18836	211	30	12.05	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:21295:13290	ncbibact2012011723S_3010	1230	173	99.43	98.84
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:23502:15074	slr108_12126	679	104	79.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:5090:21308	ncbibact2012011723S_2278	250	196	82.35	98.98
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2107:10760:23104	ncbibact2012011716S_2967	773	70	47.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:9411:3662	slr108_17895	422	127	72.16	97.64
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:4989:7087	gg20110531_627333	482	157	97.52	98.09
