Id	Description	Flux	Compartment	Equation
rxn02465_c0	N-Acetyl-L-glutamate-5-semialdehyde NADP 5-oxidoreductase c0	3.856624	c0	 cpd02552[c0] + cpd00005[c0] -->  cpd00009[c0] + cpd00006[c0] + cpd00918[c0]
rxn00851_c0_ALAALA	D-AlanineD-Alanine ligase ADP-forming c0	0.3005174	c0	 cpd00002[c0] + (2) cpd00117[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00731[c0]
rxn03904_c0_PAPPT3	UDPMurAcoyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala undecaprenyl- c0	0.3005174	c0	 cpd02968[c0] + cpd00286[c0] -->  cpd03494[c0] + cpd00091[c0]
rxn01517_c0_URIDK2	ATP dTMP phosphotransferase c0	403.4975	c0	 cpd00002[c0] + cpd00299[c0] -->  cpd00008[c0] + cpd00978[c0]
rxn00931_c0	L-Proline NADP 5-oxidoreductase c0	-997.2051	c0	 cpd00006[c0] + cpd00129[c0] <--  cpd00067[c0] + cpd02431[c0] + cpd00005[c0]
rxn00283_c0	L-Alanine racemase c0	-6.900219	c0	 cpd00035[c0] <--  cpd00117[c0]
rxn01485_c0	D-Glucosamine 1-phosphate 1 6-phosphomutase c0	-0.8098104	c0	 cpd03671[c0] <--  cpd00288[c0]
rxn03395_c0_OHPHM	2-octaprenyl-6-hydroxyphenol methylase c0	0.003908795	c0	 cpd00017[c0] + cpd03445[c0] -->  cpd00067[c0] + cpd03446[c0] + cpd00019[c0]
rxn09129_c0	Phospholipase A1 phosphatidate n-C18 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15527[c0] -->  cpd00067[c0] + cpd15269[c0] + cpd15357[c0]
rxn03907_c0	CTP 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase c0	0.032443	c0	 cpd00052[c0] + cpd08286[c0] -->  cpd00012[c0] + cpd08287[c0]
rxn09162_c0	Phospholipase A2 phosphatidylglycerol n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15539[c0] -->  cpd00067[c0] + cpd15322[c0] + cpd15237[c0]
rxn00461_c0	Phosphoenolpyruvate UDP-N-acetyl-D-glucosamine c0	0.3005174	c0	 cpd00061[c0] + cpd00037[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd02820[c0]
rxn00839_c0	ATP nucleoside-diphosphate phosphatransferase c0	-996.4039	c0	 cpd00002[c0] + cpd00177[c0] <--  cpd00008[c0] + cpd00115[c0]
rxn00224_c0	Protoporphyrin ferro-lyase c0	0.0003908795	c0	 cpd01476[c0] + cpd10515[c0] --> (2) cpd00067[c0] + cpd00028[c0]
rxn09163_c0	Phospholipase A2 phosphatidylglycerol n-C18 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15540[c0] -->  cpd00067[c0] + cpd01080[c0] + cpd15323[c0]
rxn00299_c0	GTP 7 8-8 9-dihydrolase c0	0.5748228	c0	 cpd00001[c0] + cpd00038[c0] -->  cpd00067[c0] + cpd02978[c0] + cpd00047[c0]
rxn03408_c0	UDP-N-acetylglucosamine-N-acetylmuramyl-pentapeptidepyrophosphoryl-undecaprenol N-acetylglucosamine transferase c0	0.3005174	c0	 cpd03494[c0] + cpd00037[c0] -->  cpd00014[c0] + cpd03495[c0]
rxn02155_c0	ATP nicotinamide-nucleotide adenylyltransferase c0	0.04483618	c0	 cpd00002[c0] + cpd00873[c0] -->  cpd00012[c0] + cpd00638[c0]
rxn05339_c0_HBUR1	3R-3-Hydroxybutanoyl-acyl-carrier protein NADP oxidoreductase c0	0.9498552	c0	 cpd00067[c0] + cpd00005[c0] + cpd11488[c0] -->  cpd00006[c0] + cpd11478[c0]
rxn01256_c0	Chorismate pyruvatemutase c0	3.802108	c0	 cpd00216[c0] -->  cpd00219[c0]
rxn02008_c0	UDP-N-acetylmuramoyl-L-alanine D-glutamate ligaseADP-forming c0	0.3005174	c0	 cpd00002[c0] + cpd00890[c0] + cpd00186[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00525[c0]
rxn05325_c0	Octanoyl-acyl-carrier protein malonyl-CoA c0	0.9498552	c0	 cpd00067[c0] + cpd00004[c0] + cpd11471[c0] -->  cpd00003[c0] + cpd11470[c0]
rxn06723_c0	UDP-3-O-3-hydroxymyristoylglucosamine acyltransferase c0	0.2087756	c0	 cpd11484[c0] + cpd03584[c0] -->  cpd00067[c0] + cpd11493[c0] + cpd02835[c0]
rxn01644_c0	L-Aspartate-4-semialdehyde hydro-lyase adding pyruvate and c0	4.336601	c0	 cpd00020[c0] + cpd00346[c0] --> (2) cpd00001[c0] + cpd00067[c0] + cpd02120[c0]
rxn01974_c0	LL-2 6-Diaminoheptanedioate 2-epimerase c0	4.336601	c0	 cpd00504[c0] -->  cpd00516[c0]
rxn08801_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C18 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15329[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd01080[c0]
rxn09137_c0	Phospholipase A1 phosphatidylglycerol n-C12 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15535[c0] -->  cpd00067[c0] + cpd01741[c0] + cpd15343[c0]
rxn08847_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C14 1 c0	-1000	c0	 cpd00001[c0] + cpd15345[c0] <--  cpd00067[c0] + cpd15298[c0] + cpd02090[c0]
rxn01304_c0	Succinyl-CoA L-homoserine O-succinyltransferase c0	1.813313	c0	 cpd00078[c0] + cpd00227[c0] -->  cpd00010[c0] + cpd00822[c0]
rxn09147_c0	Phospholipase A2 phosphatidate n-C16 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15524[c0] <--  cpd00067[c0] + cpd00214[c0] + cpd15327[c0]
rxn02508_c0	N-5-Phospho-beta-D-ribosylanthranilate ketol-isomerase c0	0.6434337	c0	 cpd02642[c0] -->  cpd00956[c0]
rxn02475_c0	2 5-Diamino-6-hydroxy-4-5-phosphoribosylamino-pyrimidine c0	0.007932555	c0	 cpd00001[c0] + cpd00067[c0] + cpd00957[c0] -->  cpd00013[c0] + cpd00931[c0]
rxn00420_c0	L-O-Phosphoserine phosphohydrolase c0	19.3996	c0	 cpd00001[c0] + cpd00738[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00054[c0]
rxn05331_c0	3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase c0	0.9498552	c0	 cpd11480[c0] -->  cpd00001[c0] + cpd11469[c0]
rxn09155_c0	Phospholipase A2 phosphatidylethanolamine n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15532[c0] -->  cpd00067[c0] + cpd15237[c0] + cpd15317[c0]
rxn00548_c0	D-Fructose-6-phosphate D-erythrose-4-phosphate-lyase c0	363.1408	c0	 cpd00067[c0] + cpd00009[c0] + cpd00072[c0] -->  cpd00001[c0] + cpd00236[c0] + cpd00196[c0]
rxn00237_c0	ATP nucleoside-diphosphate phosphatransferase c0	-876.2852	c0	 cpd00002[c0] + cpd00031[c0] <--  cpd00008[c0] + cpd00038[c0]
rxn09145_c0	Phospholipase A2 phosphatidate n-C14 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15522[c0] -->  cpd00067[c0] + cpd03847[c0] + cpd15331[c0]
rxn00527_c0	L-Tyrosine 2-oxoglutarate aminotransferase c0	-1.637831	c0	 cpd00024[c0] + cpd00069[c0] <--  cpd00023[c0] + cpd00868[c0]
rxn01280_c0	R-Glycerate NAD oxidoreductase c0	1000	c0	 cpd00003[c0] + cpd00223[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd00843[c0]
rxn00392_c0	ATP riboflavin 5'-phosphotransferase c0	0.007932555	c0	 cpd00002[c0] + cpd00220[c0] -->  cpd00008[c0] + cpd00050[c0]
rxn03137_c0	10-Formyltetrahydrofolate 5'-phosphoribosyl-5-amino-4- c0	6.726864	c0	 cpd00201[c0] + cpd02851[c0] -->  cpd00087[c0] + cpd02884[c0]
rxn05337_c0_HHYR2	3R-3-Hydroxyhexanoyl-acyl-carrier-protein NADP oxidoreductase c0	0.9498552	c0	 cpd00067[c0] + cpd00005[c0] + cpd11486[c0] -->  cpd00006[c0] + cpd11479[c0]
rxn02285_c0	UDP-N-acetylmuramate NADP oxidoreductase c0	0.3005174	c0	 cpd00067[c0] + cpd00005[c0] + cpd02820[c0] -->  cpd00006[c0] + cpd00773[c0]
rxn03893_c0	Hydroxybenzoate octaprenyltransferase c0	0.003908795	c0	 cpd00136[c0] + cpd02557[c0] -->  cpd00012[c0] + cpd03443[c0]
rxn05937_c0	Ferredoxin NADP oxidoreductase c0	-306.6194	c0	 cpd00067[c0] + cpd00006[c0] + cpd11620[c0] <--  cpd00005[c0] + cpd11621[c0]
rxn00260_c0	L-Aspartate 2-oxoglutarate aminotransferase c0	-34.48897	c0	 cpd00041[c0] + cpd00024[c0] <--  cpd00023[c0] + cpd00032[c0]
rxn06937_c0	L-Glutamate tRNAGlu ligase AMP-forming c0	3.103307	c0	 cpd00002[c0] + cpd00067[c0] + cpd00023[c0] + cpd11912[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd12227[c0]
rxn00414_c0	Carbon-dioxide L-glutamine amido-ligase ADP-forming c0	7.25385	c0	(2) cpd00002[c0] + cpd00001[c0] + cpd00053[c0] + cpd00242[c0] -->  cpd00067[c0] + cpd00009[c0] + (2) cpd00008[c0] + cpd00023[c0] + cpd00146[c0]
rxn09136_c0	Phospholipase A1 phosphatidylethanolamine n-C18 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15534[c0] <--  cpd00067[c0] + cpd15269[c0] + cpd15342[c0]
rxn00747_c0	D-Glyceraldehyde-3-phosphate ketol-isomerase c0	359.2236	c0	 cpd00102[c0] -->  cpd00095[c0]
rxn06591_c0_GLUTRR	L-glutamate-semialdehyde NADP c0	0.003127036	c0	 cpd00067[c0] + cpd00005[c0] + cpd12227[c0] -->  cpd02345[c0] + cpd00006[c0] + cpd11912[c0]
rxn00555_c0_GF6PTA	L-Glutamine D-fructose-6-phosphate aminotransferase hexose c0	0.8098104	c0	 cpd00072[c0] + cpd00053[c0] -->  cpd00288[c0] + cpd00023[c0]
rxn05465_c0	malonyl-ACP acyl-carrier-protein transferase c0	25.50729	c0	 cpd11493[c0] + cpd00070[c0] -->  cpd00010[c0] + cpd11492[c0]
rxn00097_c0	ATP AMP phosphotransferase c0	1000	c0	 cpd00002[c0] + cpd00018[c0] --> (2) cpd00008[c0]
rxn09135_c0	Phospholipase A1 phosphatidylethanolamine n-C18 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15533[c0] <--  cpd00067[c0] + cpd01080[c0] + cpd15341[c0]
rxn01790_c0_DPR	R-Pantoate NADP 2-oxidoreductase c0	0.003966277	c0	 cpd00067[c0] + cpd00005[c0] + cpd00712[c0] -->  cpd00006[c0] + cpd00408[c0]
rxn00102_c0	Carbonic acid hydro-lyase c0	-1000	c0	 cpd00067[c0] + cpd00242[c0] <--  cpd00001[c0] + cpd00011[c0]
rxn00117_c0	ATP nucleoside-diphosphate phosphatransferase c0	4.522384	c0	 cpd00002[c0] + cpd00014[c0] -->  cpd00008[c0] + cpd00062[c0]
rxn05322_c0	Butyryl-acyl-carrier protein malonyl-CoA c0	0.9498552	c0	 cpd00067[c0] + cpd00004[c0] + cpd11465[c0] -->  cpd00003[c0] + cpd11464[c0]
rxn01069_c0	O-Phospho-L-homoserine phospho-lyase adding water c0	6.375843	c0	 cpd00001[c0] + cpd00809[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00161[c0]
rxn10052_c0	adenylate kinase Inorganic triphosphate c0	-207.0022	c0	 cpd00067[c0] + cpd00018[c0] + cpd00421[c0] <--  cpd00012[c0] + cpd00008[c0]
rxn05206_c0	Potassium uptake c0	-1000	c0/e0	 cpd00205[e0] <--  cpd00205[c0]
rxn09148_c0	Phospholipase A2 phosphatidate n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15525[c0] -->  cpd00067[c0] + cpd15237[c0] + cpd15326[c0]
rxn03182_c0	3-deoxy-D-manno-octulosonic acid transferase c0	0.1043878	c0	 cpd02546[c0] + cpd02993[c0] -->  cpd00046[c0] + cpd03585[c0]
rxn08808_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C18 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd00067[c0] + cpd12547[c0] -->  cpd01080[c0] + cpd00908[c0]
rxn00288_c0_SUCD1i	Succinate acceptor oxidoreductase c0	2.870171	c0	 cpd00036[c0] + cpd00015[c0] -->  cpd00982[c0] + cpd00106[c0]
rxn01739_c0	ATP shikimate 3-phosphotransferase c0	5.024273	c0	 cpd00002[c0] + cpd00383[c0] -->  cpd00008[c0] + cpd02030[c0]
rxn03958_c0	1-Deoxy-D-xylulose-5-phosphate isomeroreductase c0	-0.032443	c0	 cpd00006[c0] + cpd08286[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd08289[c0]
rxn02175_c0	ATP pantetheine-4'-phosphate adenylyltransferase c0	0.003966277	c0	 cpd00002[c0] + cpd00834[c0] -->  cpd00012[c0] + cpd00655[c0]
rxn04783_c0	glycinamide ribonucleotide transformylase c0	0.5986205	c0	 cpd00002[c0] + cpd00047[c0] + cpd02394[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02678[c0]
rxn08849_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C16 1 c0	-1000	c0	 cpd00001[c0] + cpd15347[c0] <--  cpd00067[c0] + cpd02090[c0] + cpd15237[c0]
rxn01486_c0	trans trans-Farnesyl-diphosphate isopentenyl-diphosphate c0	0.003908795	c0	 cpd00113[c0] + cpd00350[c0] -->  cpd00012[c0] + cpd00289[c0]
rxn03393_c0	Octaprenyl-hydroxybenzoate decarboxylase c0	0.003908795	c0	 cpd00067[c0] + cpd03443[c0] -->  cpd00011[c0] + cpd03444[c0]
rxn03194_c0	S-2-Aceto-2-hydroxybutanoate pyruvate-lyase carboxylating c0	3.39265	c0	 cpd03049[c0] + cpd00094[c0] -->  cpd00056[c0] + cpd00498[c0]
rxn01255_c0	5-O-1-Carboxyvinyl-3-phosphoshikimate phosphate-lyase c0	5.024273	c0	 cpd00932[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00216[c0]
rxn09161_c0	Phospholipase A2 phosphatidylglycerol n-C16 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15538[c0] -->  cpd00067[c0] + cpd00214[c0] + cpd15321[c0]
rxn00611_c0	sn-Glycerol-3-phosphate NAD 2-oxidoreductase c0	-1000	c0	 cpd00003[c0] + cpd00080[c0] <--  cpd00067[c0] + cpd00095[c0] + cpd00004[c0]
rxn05324_c0	Dodecanoyl-acyl-carrier protein malonyl-CoA c0	0.9498552	c0	 cpd00067[c0] + cpd00004[c0] + cpd11469[c0] -->  cpd00003[c0] + cpd11468[c0]
rxn05938_c0	rxn05938 c0	306.6194	c0	 cpd00067[c0] + cpd00011[c0] + cpd00022[c0] + cpd11620[c0] -->  cpd00020[c0] + cpd00010[c0] + cpd11621[c0]
rxn01682_c0	1S 2R-1-C-indol-3-ylglycerol 3-phosphate c0	-999.3566	c0	 cpd02210[c0] <--  cpd00102[c0] + cpd00359[c0]
rxn02474_c0_APRAUR	5-amino-6-5-phosphoribitylaminouracil NADP 1'-oxidoreductase c0	0.007932555	c0	 cpd00067[c0] + cpd00005[c0] + cpd00931[c0] -->  cpd02720[c0] + cpd00006[c0]
rxn01117_c0	D-Arabinose-5-phosphate ketol-isomerase c0	-0.5219391	c0	 cpd00817[c0] <--  cpd00171[c0]
rxn03159_c0	UDP-2 3-bis3-hydroxytetradecanoyl-beta-D-glucosamine 2 3-bis-3- c0	0.1043878	c0	 cpd02835[c0] + cpd02930[c0] -->  cpd00014[c0] + cpd03002[c0]
rxn02286_c0	UDP-N-acetylmuramate L-alanine ligase ADP-forming c0	0.3005174	c0	 cpd00002[c0] + cpd00035[c0] + cpd00773[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00890[c0]
rxn00910_c0	5-methyltetrahydrofolate NADP oxidoreductase c0	998.175	c0	 cpd00006[c0] + cpd00345[c0] -->  cpd00067[c0] + cpd00005[c0] + cpd00125[c0]
rxn01241_c0	Dihydrolipoamide NAD oxidoreductase c0	-13.63306	c0	 cpd00003[c0] + cpd00449[c0] <--  cpd00067[c0] + cpd00004[c0] + cpd00213[c0]
rxn01603_c0	7 8-dihydropteroate L-glutamate ligase ADP-forming c0	0.5748228	c0	 cpd00002[c0] + cpd00023[c0] + cpd00683[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00330[c0]
rxn01301_c0	L-Homoserine NAD oxidoreductase c0	991.8108	c0	 cpd00003[c0] + cpd00227[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd00346[c0]
rxn00770_c0	ATP D-ribose-5-phosphate pyrophosphotransferase c0	11.21784	c0	 cpd00002[c0] + cpd00101[c0] -->  cpd00018[c0] + cpd00103[c0]
rxn08848_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C16 0 c0	-1000	c0	 cpd00001[c0] + cpd15346[c0] <--  cpd00067[c0] + cpd00214[c0] + cpd02090[c0]
rxn11946_c0	3-demethylubiquinone-9 3-o-methyltransferase c0	0.003908795	c0	 cpd00017[c0] + cpd03449[c0] -->  cpd15560[c0] + cpd00019[c0]
rxn03916_c0	D-glycero-D-manno-hepose 1-phosphate adenyltransferase c0	0.3131635	c0	 cpd00002[c0] + cpd04920[c0] -->  cpd00012[c0] + cpd03830[c0]
rxn03146_c0_UHGADA	UDP-3-O-acetylglucosamine deacetylase c0	0.2087756	c0	 cpd00001[c0] + cpd02886[c0] -->  cpd03584[c0] + cpd00029[c0]
rxn08802_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C18 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15328[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd15269[c0]
rxn01211_c0	5 10-Methenyltetrahydrofolate 5-hydrolasedecyclizing c0	11.74372	c0	 cpd00001[c0] + cpd00347[c0] -->  cpd00067[c0] + cpd00201[c0]
rxn01100_c0	ATP 3-phospho-D-glycerate 1-phosphotransferase c0	-467.0979	c0	 cpd00002[c0] + cpd00067[c0] + cpd00169[c0] <--  cpd00008[c0] + cpd00203[c0]
rxn01917_c0	ATP N-acetyl-L-glutamate 5-phosphotransferase c0	3.856624	c0	 cpd00002[c0] + cpd00067[c0] + cpd00477[c0] -->  cpd00008[c0] + cpd02552[c0]
rxn03147_c0	1-5-Phosphoribosyl-5-amino-4-carboxyimidazole L-aspartate ligase c0	5.615478	c0	 cpd00002[c0] + cpd00041[c0] + cpd02893[c0] --> (2) cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02921[c0]
rxn01213_c0	Dimethylallyl-diphosphate isopentenyl-diphosphate c0	0.004299675	c0	 cpd00113[c0] + cpd00202[c0] -->  cpd00012[c0] + cpd00283[c0]
rxn08840_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C14 1 c0	1000	c0	 cpd00001[c0] + cpd15338[c0] -->  cpd00067[c0] + cpd15298[c0] + cpd00908[c0]
rxn09142_c0	Phospholipase A1 phosphatidylglycerol n-C18 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15540[c0] <--  cpd00067[c0] + cpd01080[c0] + cpd15348[c0]
rxn01334_c0	Sedoheptulose 1 7-bisphosphate D-glyceraldehyde-3-phosphate-lyase c0	-357.1716	c0	 cpd00349[c0] <--  cpd00095[c0] + cpd00236[c0]
rxn00545_c0	ATP D-fructose-6-phosphate 1-phosphotransferase c0	1000	c0	 cpd00002[c0] + cpd00072[c0] -->  cpd00008[c0] + cpd00290[c0]
rxn05345_c0	dodecanoyl-acyl-carrier-protein malonyl-acyl-carrier-protein c0	0.8454674	c0	 cpd00067[c0] + cpd11492[c0] + cpd11468[c0] -->  cpd11493[c0] + cpd00011[c0] + cpd11491[c0]
rxn00077_c0	ATP NAD 2'-phosphotransferase c0	1000	c0	 cpd00002[c0] + cpd00003[c0] -->  cpd00008[c0] + cpd00006[c0]
rxn00250_c0	Pyruvate carbon-dioxide ligase ADP-forming c0	961.6234	c0	 cpd00002[c0] + cpd00020[c0] + cpd00242[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00032[c0]
rxn05287_c0	GGTT c0	0.003908795	c0	 cpd00113[c0] + cpd00289[c0] -->  cpd00012[c0] + cpd02591[c0]
rxn00726_c0	Chorismate pyruvate-lyase amino-accepting c0	0.6434337	c0	 cpd00013[c0] + cpd00216[c0] -->  cpd00001[c0] + cpd00067[c0] + cpd00020[c0] + cpd00093[c0]
rxn01353_c0	ATP nucleoside-diphosphate phosphatransferase c0	-207.0022	c0	 cpd00002[c0] + cpd00295[c0] <--  cpd00008[c0] + cpd00241[c0]
