CTPS2	2.180077	atp[c]+gln-L[c]+h2o[c]+utp[c]-->(2)h[c]+adp[c]+ctp[c]+glu-L[c]+pi[c]
CYCPO	627.7937	(2)focytcc[c]+(2)h[c]+h2o2[c]-->(2)ficytcc[c]+(2)h2o[c]
CYOR2u8	1000	(2)ficytcc[c]+ubq8h2[c]-->(2)focytcc[c]+(2)h[e]+ubq8[c]
CYSS	1.278627	acser[c]+h2s[c]-->ac[c]+cys-L[c]
CYSTRS	1.269134	atp[c]+cys-L[c]+trnacys[c]-->amp[c]+cystrna[c]+ppi[c]
CYTBD	753.9989	(0.5)o2[c]+(2)h[c]+ubq8h2[c]-->(2)h[e]+h2o[c]+ubq8[c]
DAHPS	6.06087	e4p[c]+h2o[c]+pep[c]-->2dda7p[c]+pi[c]
DHFOR2	998.9468	fol[c]+nadph[c]-->dhf[c]+nadp[c]
DHFOR3	998.9468	(2)nadp[c]+thf[c]-->(2)nadph[c]+fol[c]+h[c]
DHNPA	0.6928799	dhnpt[c]-->2ahhmp[c]+gcald[c]
DHORD2	4.583706	dhor-S[c]+ubq8[c]-->orot[c]+ubq8h2[c]
DHPPDA2	0.009561743	25dhpp[c]+h2o[c]+h[c]-->5apru[c]+nh4[c]
DHPS3	0.6928799	2ahhmd[c]+4abz[c]-->dhpt[c]+ppi[c]
DHPTDC	0.01413475	dhptd[c]-->h2o[c]+hmfurn[c]
DHQS	6.06087	2dda7p[c]-->3dhq[c]+pi[c]
DMQMT	0.004711583	2omhmbl[c]+amet[c]-->ahcys[c]+h[c]+ubq8h2[c]
DNASYN_Eco	0.0144119	(100)atp[c]+(100)h2o[c]+(25)datp[c]+(25)dctp[c]+(25)dgtp[c]+(25)dttp[c]-->(100)adp[c]+(100)h[c]+(100)pi[c]+(100)ppi[c]+dna_Eco[c]
DNMPPA	0.6928799	dhpmp[c]+h2o[c]-->dhnpt[c]+pi[c]
DNTPPA	0.6928799	ahdt[c]+h2o[c]-->dhpmp[c]+h[c]+ppi[c]
DPCOAK	0.004780871	atp[c]+dpcoa[c]-->adp[c]+coa[c]+h[c]
DUTPDP	0.3602976	dutp[c]+h2o[c]-->dump[c]+h[c]+ppi[c]
E4PD	0.0004711583	e4p[c]+h2o[c]+nad[c]-->(2)h[c]+4per[c]+nadh[c]
ECOAH1	1.84113	3hbycoa[c]-->b2coa[c]+h2o[c]
ECOAH2	1.84113	3hhcoa[c]-->h2o[c]+hx2coa[c]
ECOAH3	1.84113	3hocoa[c]-->h2o[c]+oc2coa[c]
ECOAH4	1.84113	3hdcoa[c]-->dc2coa[c]+h2o[c]
ECOAH5	1.84113	3hddcoa[c]-->h2o[c]+trans-dd2coa[c]
ECOAH6	1.84113	3htdcoa[c]-->h2o[c]+td2coa[c]
ECOAH7	1.84113	3hhdcoa[c]-->h2o[c]+hdd2coa[c]
EX_h(e)	79.12746	h[e]-->
EX_no3(e)	814.7452	-->no3[e]
EX_o2(e)	377.0081	-->o2[e]
FACOAL160	1.84113	amp[c]+pmtcoa[c]+ppi[c]-->atp[c]+coa[c]+hdca[c]
FBP	15.4668	fdp[c]+h2o[c]-->f6p[c]+pi[c]
FCLT	0.0004711583	fe2[c]+ppp9[c]-->h[c]+pheme[c]
FERCYT	744.4125	fe3[e]+focytcc[c]-->fe2[e]+ficytcc[c]
FMNAT	0.009561743	atp[c]+fmn[c]+h[c]-->fad[c]+ppi[c]
FUMt6_na	1000	fum[e]+na1[e]-->fum[c]+na1[c]
G5SD	3.102328	glu5p[c]+h[c]+nadph[c]-->glu5sa[c]+nadp[c]+pi[c]
GALU	0.2932268	g1p[c]+h[c]+utp[c]-->ppi[c]+udpg[c]
GAPD	41.21936	13dpg[c]+h[c]+nadh[c]-->g3p[c]+nad[c]+pi[c]
GLCS1	2.214444	adpglc[c]-->adp[c]+glycogen[c]+h[c]
GLGC	2.214444	atp[c]+g1p[c]+h[c]-->adpglc[c]+ppi[c]
GLNTRS	3.736895	atp[c]+gln-L[c]+trnagln[c]-->amp[c]+glntrna[c]+ppi[c]
GLU5K	3.102328	atp[c]+glu-L[c]-->adp[c]+glu5p[c]
GLUTRS	3.740665	atp[c]+glu-L[c]+trnaglu[c]-->amp[c]+glutrna[c]+ppi[c]
GLXCBL	74.61362	(2)glx[c]+h[c]-->2h3opp[c]+co2[c]
GLYCK	74.61362	atp[c]+glyc-R[c]-->3pg[c]+adp[c]+h[c]
GLYCL	3.102744	gly[c]+nad[c]+thf[c]-->co2[c]+mlthf[c]+nadh[c]+nh4[c]
GLYCLTDx	95.96085	glx[c]+h[c]+nadh[c]-->glyclt[c]+nad[c]
GLYCTO2	96.65373	glyclt[c]+ubq8[c]-->glx[c]+ubq8h2[c]
GLYD	1000	glyc-R[c]+nad[c]-->h[c]+hpyr[c]+nadh[c]
GLYK	0.101105	atp[c]+glyc[c]-->adp[c]+glyc3p[c]+h[c]
GLYTRS	3.736895	atp[c]+gly[c]+trnagly[c]-->amp[c]+glytrna[c]+ppi[c]
GMHEPAT	0.377481	atp[c]+gmh1p[c]+h[c]-->adphep-D,D[c]+ppi[c]
GMHEPK	0.377481	atp[c]+gmh7p[c]-->adp[c]+gmh17bp[c]+h[c]
GMHEPPA	0.377481	gmh17bp[c]+h2o[c]-->gmh1p[c]+pi[c]
GMPS2	3.974387	atp[c]+gln-L[c]+h2o[c]+xmp[c]-->(2)h[c]+amp[c]+glu-L[c]+gmp[c]+ppi[c]
GTPCII	0.009561743	(3)h2o[c]+gtp[c]-->(2)h[c]+25dhpp[c]+for[c]+ppi[c]
HACD1	1.84113	aacoa[c]+h[c]+nadh[c]-->3hbycoa[c]+nad[c]
HACD2	1.84113	3ohcoa[c]+h[c]+nadh[c]-->3hhcoa[c]+nad[c]
HACD3	1.84113	3oocoa[c]+h[c]+nadh[c]-->3hocoa[c]+nad[c]
HACD4	1.84113	3odcoa[c]+h[c]+nadh[c]-->3hdcoa[c]+nad[c]
HACD5	1.84113	3oddcoa[c]+h[c]+nadh[c]-->3hddcoa[c]+nad[c]
HACD6	1.84113	3otdcoa[c]+h[c]+nadh[c]-->3htdcoa[c]+nad[c]
HACD7	1.84113	3ohdcoa[c]+h[c]+nadh[c]-->3hhdcoa[c]+nad[c]
HEMEOS	0.0004711583	frdp[c]+h2o[c]+pheme[c]-->h[c]+hemeO[c]+ppi[c]
HISTD	1.339642	(2)nad[c]+h2o[c]+histd[c]-->(2)nadh[c]+(3)h[c]+his-L[c]
HISTP	1.339642	h2o[c]+hisp[c]-->histd[c]+pi[c]
HISTRS	1.339642	atp[c]+his-L[c]+trnahis[c]-->amp[c]+histrna[c]+ppi[c]
HPPK	0.6928799	2ahhmp[c]+atp[c]-->2ahhmd[c]+amp[c]+h[c]
HPYRRx	1000	h[c]+hpyr[c]+nadh[c]-->glyc-R[c]+nad[c]
HSAT	2.185731	accoa[c]+hom-L[c]-->achms[c]+coa[c]
HSK	7.685313	atp[c]+hom-L[c]-->adp[c]+h[c]+phom[c]
HSTPT	1.339642	glu-L[c]+imacp[c]-->akg[c]+h[c]+hisp[c]
ICDHy	436.7442	icit[c]+nadp[c]-->akg[c]+co2[c]+nadph[c]
ICL	232.2469	icit[c]-->glx[c]+succ[c]
IG3PS	1.339642	gln-L[c]+prlp[c]-->(2)h[c]+aicar[c]+eig3p[c]+glu-L[c]
IGPDH	1.339642	eig3p[c]+h[c]-->h2o[c]+imacp[c]
ILETRS	4.089433	atp[c]+ile-L[c]+trnaile[c]-->amp[c]+iletrna[c]+ppi[c]
IPDPS	0.0339234	h2mb4p[c]+h[c]+nadh[c]-->h2o[c]+ipdp[c]+nad[c]
KARA2	4.089433	2ahbut[c]+h[c]+nadph[c]-->23dhmp[c]+nadp[c]
KAS16	0.503308	(2)h[c]+ddcaACP[c]+malACP[c]+nadph[c]-->3htdACP[c]+ACP[c]+co2[c]+nadp[c]
KDOPP	0.629135	h2o[c]+kdo8p[c]-->kdo[c]+pi[c]
KDOPS	0.629135	ara5p[c]+h2o[c]+pep[c]-->kdo8p[c]+pi[c]
Kt6	1000	h[c]+k[c]-->h[e]+k[e]
LEUTRS	6.345671	atp[c]+leu-L[c]+trnaleu[c]-->amp[c]+leutrna[c]+ppi[c]
LPADSS	0.125827	lipidX[c]+u23ga[c]-->h[c]+lipidAds[c]+udp[c]
LPSSYN_EC	0.125827	(2)cdpea[c]+(2)udpg[c]+(3)adphep-L,D[c]+(3)ckdo[c]+lipa[c]-->(10)h[c]+(2)cdp[c]+(2)udp[c]+(3)adp[c]+(3)cmp[c]+lps_EC[c]
LYSTRS	4.865015	atp[c]+lys-L[c]+trnalys[c]-->amp[c]+lystrna[c]+ppi[c]
MALS	83.71249	accoa[c]+glx[c]+h2o[c]-->coa[c]+h[c]+mal-L[c]
MDH	711.0521	mal-L[c]+nad[c]-->h[c]+nadh[c]+oaa[c]
MECDPDH	0.03910614	2mecdp[c]+nadh[c]-->h2mb4p[c]+h2o[c]+nad[c]
MEPCT	0.03910614	2me4p[c]+ctp[c]+h[c]-->4c2me[c]+ppi[c]
METACH	2.185731	achms[c]+h2s[c]-->ac[c]+hcys-L[c]
METAT	0.01413475	atp[c]+h2o[c]+met-L[c]-->amet[c]+pi[c]+ppi[c]
METS	2.199866	5mthf[c]+hcys-L[c]-->h[c]+met-L[c]+thf[c]
METTRS	2.185731	atp[c]+met-L[c]+trnamet[c]-->amp[c]+mettrna[c]+ppi[c]
MOAT	0.125827	ckdo[c]+lipidA[c]-->cmp[c]+h[c]+kdolipid4[c]
MOAT2	0.125827	ckdo[c]+kdolipid4[c]-->cmp[c]+h[c]+kdo2lipid4[c]
MTHFR2	2.199866	(2)h[c]+mlthf[c]+nadh[c]-->5mthf[c]+nad[c]
NADH2u8	1000	(3)h[c]+nadh[c]+ubq8[c]-->(2)h[e]+nad[c]+ubq8h2[c]
NADH7	814.7452	(3)h[c]+mqn8[c]+nadh[c]-->(2)h[e]+mql8[c]+nad[c]
NADK	0.02355792	atp[c]+nad[c]-->adp[c]+h[c]+nadp[c]
NADS1	0.05404463	atp[c]+dnad[c]+nh4[c]-->amp[c]+h[c]+nad[c]+ppi[c]
NNAT	0.05404463	atp[c]+h[c]+nicrnt[c]-->dnad[c]+ppi[c]
NO3R2	814.7452	(2)h[c]+mql8[c]+no3[c]-->(2)h[e]+h2o[c]+mqn8[c]+no2[c]
NO3t7	814.7452	no2[c]+no3[e]-->no2[e]+no3[c]
O2t	377.0081	o2[e]-->o2[c]
OCBT	4.648698	cbp[c]+orn-L[c]-->citr-L[c]+h[c]+pi[c]
OCTDPS	0.004711583	(5)ipdp[c]+frdp[c]-->(5)ppi[c]+octdp[c]
OHPBAT	0.0004711583	glu-L[c]+ohpb[c]-->akg[c]+phthr[c]
OMBZLM	0.004711583	2ombzl[c]+amet[c]-->2ommbl[c]+ahcys[c]+h[c]
OMMBLHX	0.004711583	(0.5)o2[c]+2ommbl[c]-->2omhmbl[c]
OMPHHX	0.004711583	(0.5)o2[c]+2omph[c]-->2ombzl[c]
OPHHX	0.004711583	(0.5)o2[c]+2oph[c]-->2ohph[c]
ORNTAC	4.648698	acorn[c]+glu-L[c]-->acglu[c]+orn-L[c]
P5CRy	3.102328	(2)h[c]+1pyr5c[c]+nadph[c]-->nadp[c]+pro-L[c]
PANTS	0.004780871	ala-B[c]+atp[c]+pant-R[c]-->amp[c]+h[c]+pnto-R[c]+ppi[c]
PDX5PO	0.0004711583	o2[c]+pdx5p[c]-->h2o2[c]+h[c]+pydx5p[c]
PDX5PS	0.0004711583	dxyl5p[c]+nad[c]+phthr[c]-->(2)h2o[c]+co2[c]+h[c]+nadh[c]+pdx5p[c]+pi[c]
PERD	0.0004711583	4per[c]+nad[c]-->h[c]+nadh[c]+ohpb[c]
PGK	41.21936	3pg[c]+atp[c]-->13dpg[c]+adp[c]
PHETRS	2.608776	atp[c]+phe-L[c]+trnaphe[c]-->amp[c]+phetrna[c]+ppi[c]
PIt6	12.90704	h[e]+pi[e]-->h[c]+pi[c]
PLIPSYN_Eco	0.03547545	(0.057)clpn_EC[c]+(0.062)ps_EC[c]+(0.193)pg_EC[c]+(0.688)pe_EC[c]+(2)h2o[c]-->(0.5)pi[c]+plipid_Eco[c]
PMDPHT	0.009561743	5aprbu[c]+h2o[c]-->4r5au[c]+pi[c]
PMPK	0.004711583	4ampm[c]+atp[c]-->2mahmp[c]+adp[c]
PNTK	0.004780871	atp[c]+pnto-R[c]-->4ppan[c]+adp[c]+h[c]
PPA_1	120.0802	h2o[c]+ppi[c]-->(2)pi[c]+h[e]
PPNCL2	0.004780871	4ppan[c]+ctp[c]+cys-L[c]-->4ppcys[c]+cmp[c]+h[c]+ppi[c]
PPND	1.97892	nad[c]+pphn[c]-->34hpp[c]+co2[c]+nadh[c]
PPPGO	0.0004711583	(1.5)o2[c]+pppg9[c]-->(3)h2o[c]+ppp9[c]
PRAMPC	1.339642	h2o[c]+h[c]+prbamp[c]-->prfp[c]
PRASCS	6.768786	5aizc[c]+asp-L[c]+atp[c]-->25aics[c]+adp[c]+h[c]+pi[c]
PRATPP	1.339642	h2o[c]+prbatp[c]-->h[c]+ppi[c]+prbamp[c]
PRFGS	6.773497	atp[c]+fgam[c]+gln-L[c]+h2o[c]-->(2)h[c]+adp[c]+fpram[c]+glu-L[c]+pi[c]
PROTRS	3.102328	atp[c]+pro-L[c]+trnapro[c]-->amp[c]+ppi[c]+protrna[c]
PROTSYN_Eco	0.07050746	(103)alatrna[c]+(11)trptrna[c]+(18)cystrna[c]+(19)histrna[c]+(2000)gtp[c]+(2000)h2o[c]+(28)tyrtrna[c]+(31)mettrna[c]+(37)phetrna[c]+(43)sertrna[c]+(44)protrna[c]+(48)asntrna[c]+(48)asptrna[c]+(51)thrtrna[c]+(53)glntrna[c]+(53)glutrna[c]+(53)glytrna[c]+(58)iletrna[c]+(59)argtrna[c]+(69)lystrna[c]+(85)valtrna[c]+(90)leutrna[c]-->(103)trnaala[c]+(11)trnatrp[c]+(18)trnacys[c]+(19)trnahis[c]+(2000)gdp[c]+(2000)pi[c]+(28)trnatyr[c]+(3001)h[c]+(31)trnamet[c]+(37)trnaphe[c]+(43)trnaser[c]+(44)trnapro[c]+(48)trnaasn[c]+(48)trnaasp[c]+(51)trnathr[c]+(53)trnagln[c]+(53)trnaglu[c]+(53)trnagly[c]+(58)trnaile[c]+(59)trnaarg[c]+(69)trnalys[c]+(85)trnaval[c]+(90)trnaleu[c]+protein_Eco[c]
PRPPS	13.54061	atp[c]+r5p[c]-->amp[c]+h[c]+prpp[c]
PSCVT	6.06087	pep[c]+skm5p[c]-->3psme[c]+pi[c]
PSP_L	20.28115	h2o[c]+pser-L[c]-->pi[c]+ser-L[c]
PTAr	798.7404	actp[c]+coa[c]-->accoa[c]+pi[c]
PTPATi	0.004780871	atp[c]+h[c]+pan4p[c]-->dpcoa[c]+ppi[c]
QULNS	0.05404463	dhap[c]+iasp[c]-->(2)h2o[c]+pi[c]+quln[c]
RBFK	0.009561743	atp[c]+ribflv[c]-->adp[c]+fmn[c]+h[c]
RBFSa	0.01912349	4r5au[c]+db4p[c]-->(2)h2o[c]+dmlz[c]+pi[c]
RHCCE	0.01413475	rhcys[c]-->dhptd[c]+hcys-L[c]
RNASYN_Eco	0.09098899	(100)h2o[c]+(126)atp[c]+(20)ctp[c]+(22)utp[c]+(32)gtp[c]-->(100)adp[c]+(100)h[c]+(100)pi[c]+(100)ppi[c]+rna_Eco[c]
RNDR2	0.3602976	gdp[c]+trdrd[c]-->dgdp[c]+h2o[c]+trdox[c]
RNTR1	0.3602976	atp[c]+trdrd[c]-->datp[c]+h2o[c]+trdox[c]
S7PI	0.377481	s7p[c]-->gmh7p[c]
SADT2	3.464358	atp[c]+gtp[c]+h2o[c]+so4[c]-->aps[c]+gdp[c]+pi[c]+ppi[c]
SHKK	6.06087	atp[c]+skm[c]-->adp[c]+h[c]+skm5p[c]
SUCCt6_na	1000	na1[c]+succ[c]-->na1[e]+succ[e]
SUCD4	652.7614	fadh2[c]+ubq8[c]-->fad[c]+ubq8h2[c]
SUCFUMtdc	1000	fum[c]+succ[e]-->fum[e]+succ[c]
SULR	3.464358	(3)nadph[c]+(4)h[c]+so3[c]-->(3)h2o[c]+(3)nadp[c]+h2s[c]
SULabc	3.464358	atp[c]+h2o[c]+so4[e]-->adp[c]+h[c]+pi[c]+so4[c]
TDSK	0.125827	atp[c]+lipidAds[c]-->adp[c]+h[c]+lipidA[c]
THRS	7.685313	h2o[c]+phom[c]-->pi[c]+thr-L[c]
THZPSN	0.004711583	atp[c]+cys-L[c]+dxyl5p[c]+tyr-L[c]-->4hba[c]+4mpetz[c]+ala-L[c]+amp[c]+co2[c]+h2o[c]+h[c]+ppi[c]
TMPKr	0.004711583	atp[c]+thmmp[c]-->adp[c]+thmpp[c]
TMPPP	0.004711583	2mahmp[c]+4mpetz[c]+h[c]-->ppi[c]+thmmp[c]
TRPTRS	0.7755821	atp[c]+trnatrp[c]+trp-L[c]-->amp[c]+ppi[c]+trptrna[c]
TYRTRS	1.974209	atp[c]+trnatyr[c]+tyr-L[c]-->amp[c]+ppi[c]+tyrtrna[c]
UAGCVT	0.3622376	pep[c]+uacgam[c]-->pi[c]+uaccg[c]
UAGDP	0.9761292	acgam1p[c]+h[c]+utp[c]-->ppi[c]+uacgam[c]
UAGPT3	0.3622376	uacgam[c]+uagmda[c]-->h[c]+uaagmda[c]+udp[c]
UREA2	0.4887575	(2)h[c]+h2o[c]+urea[c]-->(2)nh4[c]+co2[c]
USHD	0.125827	h2o[c]+u23ga[c]-->(2)h[c]+lipidX[c]+ump[c]
VALTRS	5.993134	atp[c]+trnaval[c]+val-L[c]-->amp[c]+ppi[c]+valtrna[c]
