MECDPS	0.03910614	rxn03910_c0_MECDPS	0.032443	2p4c2me[c]-->2mecdp[c]+cmp[c]
MOHMT	0.004780871	rxn00912_c0_MOHMT	0.003966277	3mob[c]+h2o[c]+mlthf[c]-->2dhp[c]+thf[c]
MTHFC	14.15094	rxn01211_c0	11.74372	h2o[c]+methf[c]-->10fthf[c]+h[c]
MTHFD	14.15094	rxn00907_c0	11.74372	mlthf[c]+nadp[c]-->methf[c]+nadph[c]
NDPK1	743.2739	rxn00237_c0	876.2852	adp[c]+gtp[c]-->atp[c]+gdp[c]
NDPK2	5.451191	rxn00117_c0	4.522384	atp[c]+udp[c]-->adp[c]+utp[c]
NDPK3	2.439256	rxn00409_c0	2.023641	atp[c]+cdp[c]-->adp[c]+ctp[c]
NDPK4	0.3602976	rxn01512_c0	-999.6815	atp[c]+dtdp[c]-->adp[c]+dttp[c]
NDPK5	0.3602976	rxn01353_c0	-207.0022	atp[c]+dgdp[c]-->adp[c]+dgtp[c]
NDPK6	0.3602976	rxn01678_c0	403.7965	atp[c]+dudp[c]-->adp[c]+dutp[c]
NDPK7	0.3602976	rxn01673_c0	0.2989079	atp[c]+dcdp[c]-->adp[c]+dctp[c]
NH4t	150.9144	rxn05466_c0	130.9159	nh4[e]-->nh4[c]
NNDPR	0.05404463	rxn02402_c0	0.04483618	(2)h[c]+prpp[c]+quln[c]-->co2[c]+nicrnt[c]+ppi[c]
OHPHM	0.004711583	rxn03395_c0_OHPHM	0.003908795	2ohph[c]+amet[c]-->2omph[c]+ahcys[c]+h[c]
OMCDC	6.345671	rxn01208_c0	5.264457	3c4mop[c]+h[c]-->4mop[c]+co2[c]
OMPDC	4.583706	rxn00710_c0	3.802706	h[c]+orot5p[c]-->co2[c]+ump[c]
OPHBDC	0.004711583	rxn03393_c0	0.003908795	3ophb[c]+h[c]-->2oph[c]+co2[c]
ORPT	4.583706	rxn01362_c0_ORPT	3.802706	orot[c]+prpp[c]-->orot5p[c]+ppi[c]
PAPPT3	0.3622376	rxn03904_c0_PAPPT3	0.3005174	udcpp[c]+ugmda[c]-->uagmda[c]+ump[c]
PASYN_EC	1.874878	PASYN_EC	1.555425	(0.115)tdeACP[c]+(0.208)myrsACP[c]+(0.322)hdeACP[c]+(0.373)octeACP[c]+(0.982)palmACP[c]+glyc3p[c]-->(0.02)pa_EC[c]+(2)ACP[c]
PEPT_EC	0.251654	PEPT_EC	0.2087756	(0.02)pe_EC[c]+cmp[c]+h[c]-->(0.02)12dgr_EC[c]+cdpea[c]
PGAMT	0.9761292	rxn01485_c0	0.8098104	gam6p[c]-->gam1p[c]
PGCDr	20.28115	rxn01101_c0_PGCD	19.3996	3pg[c]+nad[c]-->3php[c]+h[c]+nadh[c]
PGI	2.507671	rxn00558_c0	0.243265	f6p[c]-->g6p[c]
PGM	13.11311	rxn01106_c0	-239.9328	3pg[c]-->2pg[c]
PGMT	2.507671	rxn00704_c0	0.243265	g6p[c]-->g1p[c]
PGPP_EC	0.5445482	PGPP_EC	0.4517647	(0.02)pgp_EC[c]+h2o[c]-->(0.02)pg_EC[c]+pi[c]
PGSA_EC	0.5445482	PGSA_EC	0.4517647	(0.02)cdpdag_EC[c]+glyc3p[c]-->(0.02)pgp_EC[c]+cmp[c]+h[c]
PHETA1	2.608776	rxn00493_c0	2.164277	glu-L[c]+phpyr[c]-->akg[c]+phe-L[c]
PPBNGS	0.001884633	rxn00029_c0	0.001563518	(2)5aop[c]-->(2)h2o[c]+h[c]+ppbng[c]
PPCDC	0.004780871	rxn02341_c0	0.003966277	4ppcys[c]+h[c]-->co2[c]+pan4p[c]
PPNDH	2.608776	rxn01000_c0	2.164277	h[c]+pphn[c]-->co2[c]+h2o[c]+phpyr[c]
PPTGS	0.3622376	ecoli_PeptidoglycanSyn	0.3005174	uaagmda[c]-->h[c]+peptido_EC[c]+udcpdp[c]
PRAGS	6.773497	rxn02895_c0	5.615478	atp[c]+gly[c]+pram[c]-->adp[c]+gar[c]+h[c]+pi[c]
PRAI	0.7755821	rxn02508_c0	0.6434337	pran[c]-->2cpr5p[c]
PRAIS	6.773497	rxn02937_c0_PRAIS	5.615478	atp[c]+fpram[c]-->adp[c]+air[c]+h[c]+pi[c]
PRMICI	1.339642	rxn03175_c0	1.111385	prfp[c]-->prlp[c]
PSD_EC	1.47201	PSD_EC	1.2212	(0.02)ps_EC[c]+h[c]-->(0.02)pe_EC[c]+co2[c]
PSERT	20.28115	rxn02914_c0_PSERT	19.3996	3php[c]+glu-L[c]-->akg[c]+pser-L[c]
PSSA_EC	1.581983	PSSA_EC	1.312435	(0.02)cdpdag_EC[c]+ser-L[c]-->(0.02)ps_EC[c]+cmp[c]+h[c]
RBFSb	0.009561743	rxn00048_c0	0.007932555	(2)dmlz[c]-->4r5au[c]+ribflv[c]
RNDR3	0.3602976	rxn06076_c0	0.2989079	cdp[c]+trdrd[c]-->dcdp[c]+h2o[c]+trdox[c]
RNDR4	0.3602976	rxn06075_c0	0.2989079	trdrd[c]+udp[c]-->dudp[c]+h2o[c]+trdox[c]
RPE	11.60552	rxn01116_c0	-7.335411	xu5p-D[c]-->ru5p-D[c]
RPI	10.95726	rxn00777_c0	-164.0161	ru5p-D[c]-->r5p[c]
SDPDS	5.227252	rxn01973_c0_SDPDS	4.336601	h2o[c]+sl26da[c]-->26dap-LL[c]+succ[c]
SDPTA	5.227252	rxn03087_c0	4.336601	glu-L[c]+sl2a6o[c]-->akg[c]+sl26da[c]
SERAT	1.278627	rxn00423_c0_SERAT	1.056858	accoa[c]+ser-L[c]-->acser[c]+coa[c]
SERTRS	3.031821	rxn06446_c0	2.515241	atp[c]+ser-L[c]+trnaser[c]-->amp[c]+ppi[c]+sertrna[c]
SHK3D	6.06087	rxn01740_c0	5.024273	3dhsk[c]+h[c]+nadph[c]-->nadp[c]+skm[c]
SPMDabc	0.09880468	rxn05175_c0	0.08196973	atp[c]+h2o[c]+spmd[e]-->adp[c]+h[c]+pi[c]+spmd[c]
SUCD1	652.7614	rxn00288_c0_SUCD1i	2.870171	fad[c]+succ[c]-->fadh2[c]+fum[c]
SUCOAS	415.2333	rxn00285_c0	-6.149914	adp[c]+pi[c]+succoa[c]-->atp[c]+coa[c]+succ[c]
TAL	2.960828	rxn01333_c0	-181.6245	e4p[c]+f6p[c]-->g3p[c]+s7p[c]
THDPS	5.227252	rxn03031_c0_THDPS	4.336601	h2o[c]+succoa[c]+thdp[c]-->coa[c]+sl2a6o[c]
THRD_L	4.089433	rxn00737_c0	3.39265	thr-L[c]-->2obut[c]+nh4[c]
THRTRS	3.595881	rxn06447_c0	2.983192	atp[c]+thr-L[c]+trnathr[c]-->amp[c]+ppi[c]+thrtrna[c]
TKT1	2.583347	rxn01200_c0	175.234	g3p[c]+s7p[c]-->r5p[c]+xu5p-D[c]
TKT2	9.02217	rxn00785_c0	-182.5694	f6p[c]+g3p[c]-->e4p[c]+xu5p-D[c]
TMDS	0.3602976	rxn01520_c0	0.2989079	dump[c]+mlthf[c]-->dhf[c]+dtmp[c]
TPI	17.83916	rxn00747_c0	359.2236	g3p[c]-->dhap[c]
TRDR	4.905548	rxn05289_c0_TRDR	1.195631	h[c]+nadph[c]+trdox[c]-->nadp[c]+trdrd[c]
TRPS1	0.7755821	rxn01964_c0_TRPS1	1000	3ig3p[c]+ser-L[c]-->g3p[c]+h2o[c]+trp-L[c]
TYRTA	1.97892	rxn00527_c0	1.637831	34hpp[c]+glu-L[c]-->akg[c]+tyr-L[c]
U23GAAT	0.251654	rxn06723_c0	0.2087756	3htdACP[c]+u3hga[c]-->ACP[c]+h[c]+u23ga[c]
UAAGDS	0.3622376	rxn02011_c0	0.3005174	26dap-M[c]+atp[c]+uamag[c]-->adp[c]+h[c]+pi[c]+ugmd[c]
UAGAAT	0.251654	rxn06729_c0_UAGAAT	0.2087756	3htdACP[c]+uacgam[c]-->ACP[c]+u3aga[c]
UAMAGS	0.3622376	rxn02008_c0	0.3005174	atp[c]+glu-D[c]+uama[c]-->adp[c]+h[c]+pi[c]+uamag[c]
UAMAS	0.3622376	rxn02286_c0	0.3005174	ala-L[c]+atp[c]+uamr[c]-->adp[c]+h[c]+pi[c]+uama[c]
UAPGR	0.3622376	rxn02285_c0	0.3005174	h[c]+nadph[c]+uaccg[c]-->nadp[c]+uamr[c]
UDCPDP	0.3622376	rxn03901_c0	0.3005174	h2o[c]+udcpdp[c]-->h[c]+pi[c]+udcpp[c]
UGMDDS	0.3622376	rxn03164_c0	0.3005174	alaala[c]+atp[c]+ugmd[c]-->adp[c]+h[c]+pi[c]+ugmda[c]
UHGADA	0.251654	rxn03146_c0_UHGADA	0.2087756	h2o[c]+u3aga[c]-->ac[c]+u3hga[c]
UMPK	994.9282	rxn00119_c0_URIDK1	-4.207611	adp[c]+udp[c]-->atp[c]+ump[c]
UPP3S	0.0004711583	rxn02264_c0_UPP3S	0.0003908795	hmbil[c]-->h2o[c]+uppg3[c]
UPPDC1	0.0004711583	rxn02288_c0_UPPDC1	0.0003908795	(4)h[c]+uppg3[c]-->(4)co2[c]+cpppg3[c]
URIDK1	1000	rxn00119_c0_URIDK1	4.207611	atp[c]+ump[c]-->adp[c]+udp[c]
VALTA	5.993134	rxn00903_c0	4.971987	3mob[c]+glu-L[c]-->akg[c]+val-L[c]
