Taxa	Index	Abundance	Cumulative	NumPresent	Model
Hoylesella	94	0.000525134235738888	0.949405909676645	128	Prevotella_enoeca_JCM_12259.xml
Haemophilus	95	0.00050369577607734	0.949909605452722	137	Haemophilus_parainfluenzae_HK2019.xml
Owariibacterium	96	0.000491778061343937	0.950401383514066	137	NA
Yersinia	97	0.000481407869218764	0.950882791383285	135	Yersinia_enterocolitica_subsp_palearctica_Y11.xml
Flavobacterium	98	0.00045298752945122	0.951335778912736	137	Flavobacterium_cucumis_DSM_18830.xml
Longicatena	99	0.00043435295386892	0.951770131866605	133	Longicatena_caecimuris_DSM_29481.xml
Triticum	100	0.000416474879388933	0.952186606745994	137	NA
Methanobrevibacter	101	0.000415793401922057	0.952602400147916	111	Methanobrevibacter_ruminantium_M1.xml
Solanum	102	0.000402786870494209	0.95300518701841	138	NA
Bacillus	103	0.000398253271024396	0.953403440289435	138	Bacillus_cereus_BAG3X2_1.xml
Chuhaivirus	104	0.000390680447467362	0.953794120736902	25	NA
Duodenibacillus	105	0.000360650749843941	0.954154771486746	111	NA
Parolsenella	106	0.000351699041007412	0.954506470527753	131	NA
Gordonibacter	107	0.000342961796008848	0.954849432323762	134	Gordonibacter_pamelaeae_ERR2221155.xml
Nicotiana	108	0.000326464013913525	0.955175896337676	137	NA
Christensenella	109	0.000318108888217965	0.955494005225894	137	Christensenella_minuta_DSM_22607.xml
Butyrivibrio	110	0.000310410509101386	0.955804415734995	138	Butyrivibrio_fibrisolvens_16_4.xml
Afonbuvirus	111	0.000302056823467151	0.956106472558462	38	NA
Caproicibacterium	112	0.000297226333681621	0.956403698892144	136	NA
Succinivibrio	113	0.000283700794719678	0.956687399686864	100	Succinivibrio_dextrinosolvens_H5.xml
Anaerocolumna	114	0.000283171270516311	0.95697057095738	138	NA
Claveliimonas	115	0.000279433612060441	0.95725000456944	138	NA
Wansuia	116	0.000278805276006235	0.957528809845447	138	NA
Capsicum	117	0.000275675983947196	0.957804485829394	138	NA
Gossypium	118	0.000266887395127043	0.958071373224521	137	NA
Vibrio	119	0.000261957484615256	0.958333330709136	138	Vibrio_parahaemolyticus_SNUVpS_1.xml
Microbacterium	120	0.000261749641416577	0.958595080350553	136	Microbacterium_paraoxydans_77MFTsu3_2.xml
Xylanibacter	121	0.000259013156654643	0.958854093507207	113	NA
Micromonospora	122	0.000255332135736058	0.959109425642943	137	Micromonospora_aurantiaca_ATCC_27029.xml
Butyricicoccus	123	0.000254971920627082	0.959364397563571	136	Butyricicoccus_pullicaecorum_1_2.xml
Holdemania	124	0.00025012063387279	0.959614518197443	136	Holdemania_massiliensis_AP2.xml
Serratia	125	0.000246779412892474	0.959861297610336	136	Serratia_marcescens_subsp_marcescens_Db11.xml
Campylobacter	126	0.000245167522553238	0.960106465132889	136	Campylobacter_coli_2685.xml
Marvinbryantia	127	0.00024213658235198	0.960348601715241	138	Marvinbryantia_formatexigens_I_52_DSM_14469.xml
Emergencia	128	0.000239814682548936	0.96058841639779	132	Emergencia_timonensis_DSM_101844.xml
Porphyromonas	129	0.00023882553494066	0.960827241932731	133	Porphyromonas_gingivalis_TDC60.xml
Mycolicibacterium	130	0.000238750077969201	0.9610659920107	136	NA
Jiaodavirus	131	0.000235235008769816	0.96130122701947	2	NA
Lactococcus	132	0.000227726874313005	0.961528953893783	136	Lactococcus_garvieae_8831.xml
Arachis	133	0.000226790832123793	0.961755744725906	137	NA
Borrelia	134	0.000221003684135307	0.961976748410042	97	NA
Cupriavidus	135	0.000214368499094915	0.962191116909137	136	Cupriavidus_metallidurans_CH34.xml
Sphingomonas	136	0.000211154735960007	0.962402271645097	135	Sphingomonas_paucimobilis_HER1398.xml
Cloacibacillus	137	0.000210033829094575	0.962612305474191	120	Cloacibacillus_evryensis_DSM_19522.xml
Treponema	138	0.000207788107360175	0.962820093581551	138	Treponema_succinifaciens_DSM_2489.xml
Lactobacillus	139	0.000206643483517184	0.963026737065068	137	Lactobacillus_buchneri_NRRL_B_30929.xml
Hymenobacter	140	0.000205271812094777	0.963232008877163	131	NA
Acinetobacter	141	0.000204357300213638	0.963436366177377	137	Acinetobacter_pittii_D499.xml
Solibaculum	142	0.000202463419570716	0.963638829596948	136	NA
Stenotrophomonas	143	0.000198217220221133	0.963837046817169	134	Stenotrophomonas_maltophilia_K279a.xml
Chryseobacterium	144	0.000198142525853129	0.964035189343022	137	NA
Ralstonia	145	0.000196456564091999	0.964231645907114	130	Ralstonia_pickettii_12J.xml
Intestinibacillus	146	0.000194980034569477	0.964426625941683	130	NA
Acutalibacter	147	0.000193822672149602	0.964620448613833	135	Acutalibacter_muris_KB18.xml
Rhizobium	148	0.00019284060566533	0.964813289219498	135	Rhizobium_leguminosarum_bv_viciae_WSM1481.xml
Citrobacter	149	0.000191400731277209	0.965004689950775	135	Citrobacter_youngae_ATCC_29220.xml
Intestinibacter	150	0.00019098234251547	0.965195672293291	122	Intestinibacter_bartlettii_ERR1022418.xml
Caproiciproducens	151	0.000190435661046611	0.965386107954338	134	NA
Vigna	152	0.00018867531654841	0.965574783270886	137	NA
Jouyvirus	153	0.000185986602899984	0.965760769873786	109	NA
Sodaliphilus	154	0.0001841387014063	0.965944908575192	123	NA
Shewanella	155	0.000179830049051405	0.966124738624244	137	Shewanella_halifaxensis_HAW_EB4.xml
Schaalia	156	0.000176647614595251	0.966301386238839	136	Schaalia_hyovaginalis_BSM_389_WT_23D.xml
Helicobacter	157	0.000174277218285028	0.966475663457124	122	Helicobacter_bilis_WiWa.xml
Cucumis	158	0.000172134744877089	0.966647798202001	133	NA
Brevibacillus	159	0.00017041411140274	0.966818212313404	137	Brevibacillus_brevis_FJAT_0809_GLX.xml
Arthrobacter	160	0.000169069992751682	0.966987282306155	137	Arthrobacter_castelli_DSM_16402.xml
Blohavirus	161	0.000168913321497152	0.967156195627653	28	NA
Nocardia	162	0.00016855510116857	0.967324750728821	135	NA
Muribaculum	163	0.000168268675789975	0.967493019404611	128	Muribaculum_intestinale_YL27.xml
Amycolatopsis	164	0.000166423871077941	0.967659443275689	134	NA
Brassica	165	0.000165319347650341	0.967824762623339	134	NA
Aristaeella	166	0.000163463397632091	0.967988226020972	134	NA
Cohcovirus	167	0.00016284041788423	0.968151066438856	39	NA
Rutidosis	168	0.000159242898515042	0.968310309337371	137	NA
Nocardioides	169	0.000158321483849279	0.96846863082122	134	Nocardioides_massiliensis_GD13.xml
Lycium	170	0.000157088591922026	0.968625719413142	137	NA
Lactuca	171	0.000156107982176269	0.968781827395318	137	NA
Pisum	172	0.000155664756288335	0.968937492151607	136	NA
Romboutsia	173	0.000154741851315301	0.969092234002922	128	Romboutsia_nov_ERR1022375.xml
Populus	174	0.000154632780823398	0.969246866783745	135	NA
Actinomyces	175	0.00015360620320354	0.969400472986949	137	Actinomyces_odontolyticus_F0309.xml
Mesorhizobium	176	0.000152761406363016	0.969553234393312	133	Mesorhizobium_loti_MAFF303099.xml
Coprobacter	177	0.000148884222641116	0.969702118615953	132	Coprobacter_fastidiosus_NSB1.xml
Humulus	178	0.000147193401105571	0.969849312017059	135	NA
Pseudoprevotella	179	0.000145680902529797	0.969994992919588	97	NA
Papaver	180	0.000143483702819012	0.970138476622407	137	NA
Skunavirus	181	0.000143433028478297	0.970281909650886	24	NA
Apium	182	0.000143250877222712	0.970425160528108	136	NA
Zingiber	183	0.000141964982086398	0.970567125510195	136	NA
Salvia	184	0.000140309159375935	0.970707434669571	135	NA
Amedibacillus	185	0.000139896019843078	0.970847330689414	135	NA
Mucilaginibacter	186	0.0001396750474837	0.970987005736898	135	NA
Variovorax	187	0.000139506905169312	0.971126512642067	134	Variovorax_paradoxus_H108.xml
Kineothrix	188	0.000138676130532579	0.971265188772599	137	NA
Duncaniella	189	0.000137011351371986	0.971402200123971	122	NA
Qiania	190	0.000135011366512013	0.971537211490484	138	NA
Hordeum	191	0.000134843478296375	0.97167205496878	136	NA
Thermophilibacter	192	0.00013264832499697	0.971804703293777	123	NA
Lolium	193	0.00013218846913751	0.971936891762914	136	NA
Helianthus	194	0.000131614567917362	0.972068506330832	137	NA
Paraburkholderia	195	0.000131359783887971	0.97219986611472	134	Paraburkholderia_sediminicola_LMG_24238.xml
Spinacia	196	0.00013084201631033	0.97233070813103	128	NA
Caproicibacter	197	0.000130587046825172	0.972461295177855	131	NA
Lactonifactor	198	0.000130289860419981	0.972591585038275	135	Lactonifactor_longoviformis_DSM_17459.xml
Olsenella	199	0.000128657059576253	0.972720242097851	129	Olsenella_profusa_F019501.xml
Musa	200	0.000126808751149056	0.972847050849	132	NA
Quercus	201	0.000126616155845048	0.972973667004846	134	NA
Amedibacterium	202	0.000126051966453578	0.973099718971299	134	NA
Vicia	203	0.0001256004099968	0.973225319381296	135	NA
Malania	204	0.000119351970786546	0.973344671352082	135	NA
Novisyntrophococcus	205	0.000119031749131559	0.973463703101214	138	NA
Glycine	206	0.000116443831572796	0.973580146932787	135	NA
Fohxhuevirus	207	0.000116086005597059	0.973696232938384	18	NA
Oxalobacter	208	0.000114324418991574	0.973810557357375	114	Oxalobacter_formigenes_OXCC13.xml
Ligilactobacillus	209	0.00011299187645949	0.973923549233835	135	NA
Sphingobacterium	210	0.000112436790203246	0.974035986024038	135	NA
Coffea	211	0.000111886180835883	0.974147872204874	133	NA
Halomonas	212	0.00011188392132954	0.974259756126204	136	Halomonas_campaniensis_LS21.xml
Shigella	213	0.000110009677007127	0.974369765803211	66	Shigella_sonnei_Ss046.xml
Silene	214	0.000108945742834229	0.974478711546045	134	NA
Agrobacterium	215	0.000108897251181008	0.974587608797226	129	Agrobacterium_tumefaciens_F2.xml
Deinococcus	216	0.000107630646593872	0.97469523944382	133	NA
Elaeis	217	0.000107051151904066	0.974802290595724	134	NA
Chordicoccus	218	0.000106987761605066	0.974909278357329	135	NA
Kitasatospora	219	0.000106235927989502	0.975015514285319	131	NA
Lachnoanaerobaculum	220	0.000104929958598018	0.975120444243917	136	Lachnoanaerobaculum_orale_DSM_24553.xml
Primulina	221	0.000102131189798689	0.975222575433715	136	NA
Chitinophaga	222	9.99806005414908e-05	0.975322556034257	132	NA
Ethanoligenens	223	9.78997392366026e-05	0.975420455773493	131	Ethanoligenens_harbinense_YUAN_3.xml
Magnolia	224	9.61792893534288e-05	0.975516635062847	134	NA
Rhodococcus	225	9.60261714463031e-05	0.975612661234293	131	Rhodococcus_equi_103S.xml
Miscanthus	226	9.5775114763372e-05	0.975708436349056	135	NA
Olea	227	9.55578137907523e-05	0.975803994162847	133	NA
Juglans	228	9.36154177883185e-05	0.975897609580635	135	NA
Brucella	229	9.18606158876604e-05	0.975989470196523	122	NA
Delmidovirus	230	9.13054041460452e-05	0.976080775600669	22	NA
Neisseria	231	9.07494040031964e-05	0.976171525004672	136	Neisseria_mucosa_C102.xml
Turicibacter	232	9.0643264949084e-05	0.976262168269621	127	Turicibacter_sanguinis_ERR1022323.xml
Hevea	233	8.96504853771036e-05	0.976351818754999	135	NA
Actinoplanes	234	8.874907116481e-05	0.976440567826163	129	NA
Raphanus	235	8.82055862725383e-05	0.976528773412436	127	NA
Pedobacter	236	8.81083527196116e-05	0.976616881765155	132	NA
Ihubacter	237	8.80516387057477e-05	0.976704933403861	133	NA
Massilia	238	8.75811740418561e-05	0.976792514577903	131	NA
Achromobacter	239	8.74437549377311e-05	0.976879958332841	130	Achromobacter_xylosoxidans_A8.xml
Neobacillus	240	8.73630876766199e-05	0.976967321420517	135	Neobacillus_jeddahensis_DSM_28281.xml
Petrimonas	241	8.73455677119441e-05	0.977054666988229	113	NA
Anaerotignum	242	8.62222274846499e-05	0.977140889215714	135	Anaerotignum_propionicum_DSM_1682.xml
Sphingobium	243	8.53715074714879e-05	0.977226260723186	128	Sphingobium_amiense_NBRC_102518.xml
Malacoplasma	244	8.46088818106667e-05	0.977310869604996	127	NA
Cacepaovirus	245	8.41518215117732e-05	0.977395021426508	25	NA
Panicum	246	8.41410419144439e-05	0.977479162468422	133	NA
Brevundimonas	247	8.39474394374721e-05	0.97756310990786	130	Brevundimonas_diminuta_470_4.xml
Vitis	248	8.31097624313123e-05	0.977646219670291	134	NA
Pantoea	249	8.28316397068578e-05	0.977729051309998	135	Pantoea_agglomerans_IG1.xml
Azospirillum	250	8.26651290714663e-05	0.97781171643907	129	NA
Lysinibacillus	251	8.18711121671908e-05	0.977893587551237	134	Lysinibacillus_fusiformis_ZC1.xml
Dactylosporangium	252	8.17715645149374e-05	0.977975359115752	129	NA
Aminipila	253	8.16465696638213e-05	0.978057005685415	130	NA
Oryza	254	8.1180315180824e-05	0.978138186000596	133	NA
Limosilactobacillus	255	7.99444838625389e-05	0.978218130484459	130	NA
Slackia	256	7.94395504180338e-05	0.978297570034877	125	Slackia_piriformis_YIT_12062.xml
Hominifimenecus	257	7.93713750269578e-05	0.978376941409904	135	NA
Peptacetobacter	258	7.91578834536175e-05	0.978456099293357	125	NA
Bengtsoniella	259	7.8237094255792e-05	0.978534336387613	128	NA
Methylobacterium	260	7.80061719265916e-05	0.97861234255954	125	Methylobacterium_mesophilicum_SR1_6_6.xml
Lupinus	261	7.74943663596556e-05	0.9786898369259	134	NA
Methanomassiliicoccus	262	7.70697543089647e-05	0.978766906680208	36	Methanomassiliicoccus_luminyensis_B10.xml
Synechococcus	263	7.64379428165362e-05	0.978843344623025	131	NA
Komagataeibacter	264	7.64261073691604e-05	0.978919770730394	131	NA
Mailhella	265	7.51892902548894e-05	0.978994960020649	112	NA
Tannerella	266	7.50850270025782e-05	0.979070045047652	121	Tannerella_forsythia_ATCC_43037.xml
Sporomusa	267	7.45489007845249e-05	0.979144593948436	133	NA
Pseudodesulfovibrio	268	7.39818108055018e-05	0.979218575759242	129	NA
Zea	269	7.36455547704101e-05	0.979292221314012	134	NA
Stomatobaculum	270	7.30643473699132e-05	0.979365285661382	135	Stomatobaculum_longum_ACC2.xml
Euphorbia	271	7.29983156893189e-05	0.979438283977071	133	NA
Cellulomonas	272	7.21103699775552e-05	0.979510394347049	126	Cellulomonas_timonensis_DSM_100699.xml
Amaranthus	273	7.17234569804522e-05	0.979582117804029	132	NA
Novosphingobium	274	7.1713227987984e-05	0.979653831032017	130	Novosphingobium_aromaticivorans_DSM_12444.xml
Impatiens	275	7.11264863366875e-05	0.979724957518354	133	NA
Pseudobutyrivibrio	276	7.0475521051813e-05	0.979795433039406	135	Pseudobutyrivibrio_ruminis_AD2017.xml
Leptospira	277	6.9854702627028e-05	0.979865287742033	118	NA
Comamonas	278	6.97333293709447e-05	0.979935021071404	128	Comamonas_testosteroni_CNB_2.xml
Paramuribaculum	279	6.96262820980218e-05	0.980004647353502	113	NA
Acidihalobacter	280	6.92844426841259e-05	0.980073931796186	123	NA
Efquatrovirus	281	6.78308973550025e-05	0.980141762693541	2	NA
Acidovorax	282	6.74786228901636e-05	0.980209241316431	125	Acidovorax_caeni_R_24608.xml
Nonomuraea	283	6.72942412482399e-05	0.980276535557679	125	NA
Cicer	284	6.70380045368158e-05	0.980343573562216	131	NA
Asparagus	285	6.68676660259303e-05	0.980410441228242	133	NA
Cajanus	286	6.65852567016088e-05	0.980477026484944	131	NA
Carya	287	6.59927025148532e-05	0.980543019187459	131	NA
Sulfolobus	288	6.55422740944158e-05	0.980608561461553	122	Sulfolobus_solfataricus_P2.xml
Junduvirus	289	6.50331689892798e-05	0.980673594630542	25	NA
Actinidia	290	6.45127711375025e-05	0.98073810740168	130	NA
Mercurialis	291	6.42997771618176e-05	0.980802407178841	128	NA
Lacticaseibacillus	292	6.40546672421255e-05	0.980866461846084	120	NA
Capnocytophaga	293	6.33579857792041e-05	0.980929819831863	125	Capnocytophaga_ochracea_F0287.xml
Gordonia	294	6.30609457531134e-05	0.980992880777616	128	Gordonia_terrae_NBRC_100016.xml
Devosia	295	6.29439310117845e-05	0.981055824708628	127	NA
Marinobacter	296	6.25507386673955e-05	0.981118375447295	133	NA
Trifolium	297	6.23634437470343e-05	0.981180738891042	129	NA
Turicimonas	298	6.2193333461085e-05	0.981242932224503	102	Turicimonas_muris_YL45.xml
Peribacillus	299	6.21509280078353e-05	0.981305083152511	132	NA
Phaseolus	300	6.21010449899726e-05	0.981367184197501	132	NA
Brachyspira	301	6.20247133658244e-05	0.981429208910867	119	Brachyspira_pilosicoli_WesB.xml
Phragmites	302	6.18502314830681e-05	0.98149105914235	132	NA
Mycobacteroides	303	6.12566862705024e-05	0.98155231582862	123	NA
Bordetella	304	6.12029925872932e-05	0.981613518821208	126	Bordetella_hinzii_OH87_BAL007II.xml
Cynara	305	6.07237946420906e-05	0.98167424261585	133	NA
Telopea	306	6.0698841299882e-05	0.98173494145715	134	NA
Polaribacter	307	5.95402757397642e-05	0.98179448173289	129	NA
Planococcus	308	5.91517668245466e-05	0.981853633499714	131	Planococcus_massiliensis_DSM_28915.xml
Kribbella	309	5.90011482433089e-05	0.981912634647957	125	NA
Malus	310	5.86348457919032e-05	0.981971269493749	131	NA
Spirosoma	311	5.85743984514208e-05	0.982029843892201	126	Spirosoma_linguale_DSM_74.xml
Thermocaproicibacter	312	5.8447496139746e-05	0.98208829138834	129	NA
Roseateles	313	5.83971714307668e-05	0.982146688559771	126	NA
Macadamia	314	5.8244761918583e-05	0.98220493332169	132	NA
Plasmodium	315	5.82212244152197e-05	0.982263154546105	132	NA
Peptoniphilus	316	5.7899699749006e-05	0.982321054245854	122	Peptoniphilus_lacrimalis_315_B.xml
Diospyros	317	5.78803412863852e-05	0.98237893458714	132	NA
Terrisporobacter	318	5.78629319697224e-05	0.98243679751911	129	Terrisporobacter_glycolicus_ERR2221120.xml
Ziziphus	319	5.70993348176427e-05	0.982493896853928	130	NA
Mangifera	320	5.6859977655747e-05	0.982550756831584	130	NA
Dioscorea	321	5.67917826825294e-05	0.982607548614266	132	NA
Pyramidobacter	322	5.63422406742782e-05	0.98266389085494	123	Pyramidobacter_piscolens_W5455.xml
Eucalyptus	323	5.62415171228155e-05	0.982720132372063	128	NA
Sinorhizobium	324	5.60296038824682e-05	0.982776161975946	124	NA
Lysobacter	325	5.56897213366969e-05	0.982831851697282	122	NA
Caulobacter	326	5.47805465065635e-05	0.982886632243789	121	NA
Aegilops	327	5.46504139148473e-05	0.982941282657704	104	NA
Cannabis	328	5.42158877981491e-05	0.982995498545502	134	NA
Pseudoduganella	329	5.40751115409524e-05	0.983049573657043	129	NA
Physcomitrium	330	5.39018794772554e-05	0.98310347553652	133	NA
Flagellimonas	331	5.34815129943931e-05	0.983156957049514	127	NA
Manihot	332	5.29866161076883e-05	0.983209943665622	129	NA
Sporosarcina	333	5.29496497463339e-05	0.983262893315368	132	NA
Camelina	334	5.28229394021552e-05	0.983315716254771	130	NA
