SampleID	Bacteroides_ovatus_CL02T12C04.xml	Prevotella_copri_CB7_DSM_18205.xml	Phocaeicola_abscessus_CCUG_55929.xml	Faecalibacterium_prausnitzii_M21_2.xml	Blautia_torques_ERR1022404.xml	Alistipes_shahii_WAL_8301.xml	Parabacteroides_distasonis_CL09T03C24.xml	Eubacterium_rectale_ATCC_33656.xml	Mediterraneibacter_massiliensis_DSM_100837.xml	Roseburia_intestinalis_XB6B4.xml	Ruminococcus_albus_8.xml	Escherichia_coli_MP021552_7.xml	Akkermansia_muciniphila_YL44.xml	Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB31.xml	Coprococcus_catus_GD_7.xml	Staphylococcus_warneri_L37603.xml	Phascolarctobacterium_succinatutens_YIT_12067.xml	Collinsella_tanakaei_YIT_12063.xml	Clostridium_bolteae_ATCC_BAA_613.xml	Dorea_longicatena_ERR1022383.xml	Bifidobacterium_dentium_ATCC_27679.xml	Flavonifractor_plautii_ERR1022420.xml	Prevotella_intermedia_ATCC_25611	Anaerostipes_hadrus_ERR1022376.xml	Catenibacterium_mitsuokai_ERR1022284.xml	Lachnospira_multipara_ATCC_19207.xml	Streptococcus_agalactiae_CCUG_25532.xml	Acidaminococcus_fermentans_DSM_20731.xml	Oscillibacter_ruminantium_GH1.xml	Megasphaera_elsdenii_DSM_20460.xml	Klebsiella_pneumoniae_1162281.xml	Clostridium_beijerinckii_G117.xml	Eubacterium_hallii_L2_7.xml	Veillonella_parvula_ATCC_17745.xml	Streptomyces_massiliensis_AP10.xml	Remaining
012219F04A	0.434467912151028	0.00193401070032282	0.140889174072268	0.0614920610457908	0.0176391358805344	0.0184439365580604	0.0372995037719328	0.0521174814011704	0.0452530294367256	0.00847457187663443	0.0139126805784484	0.000175479735357476	5.92192251117724e-05	0.00360117189764636	0.00731632265413307	0.00283204795118594	0.000184710052406421	0.00967596505298254	0.00554047188077251	0.0191822582105485	0.0032086241444974	0.00749304692662074	0.000439217895531272	0.00181629823009189	0.000115327107398058	0.000296407259841411	0.00101751281536182	0.00208418484736634	0.00291729874460428	6.32639707849057e-05	0.000331358010914383	0.00206593163612348	0.00159062216381656	0.000178279943900415	0.00109031823747822	0.0948011639326087
012219G01A	0.0265522126647447	0.409288485217078	0.00555297563904008	0.0824946509294378	0.0082104991863441	0.00741530867456985	0.0042218172931935	0.0214356488935301	0.00630722798316271	0.0101970610953042	0.00479000134365195	0.00176969176938532	8.26620966785081e-05	0.0490693049390603	0.0285091513698571	0.0464869787553697	0.0329805264758367	0.00499076337503369	0.00131677891267912	0.00456582362328714	0.00872415139735874	0.00171696718110464	0.0112700182532367	0.000955014375504361	0.00446265315471406	0.0047330336439448	0.000600243114569509	0.000516873832653257	0.00375138195781876	0.00087078075607531	0.00759076918966787	0.00142819987569255	0.000313518788733125	2.28656560203858e-05	0.00532895507095032	0.191477003514711
012219G02A	0.136269524278155	0.0735731793339524	0.0936568939207552	0.113683456040776	0.0310294341425814	0.0446657638413853	0.0511317255031906	0.101497447960146	0.0232723422591917	0.0153919681496324	0.00542939546022757	0.000475440971723484	0.00528469216952542	0.0118753582028633	0.0104674342933289	0.00939211463060485	0.0144497968465349	0.0114890679685933	0.00749612820924878	0.00767496298866692	0.000718183408398906	0.00657235591178717	0.000570191406544428	0.00312054246312733	0.000179101431673737	0.00680265457653489	0.000961725801841109	0.0126731817515996	0.0127285565366778	0.000169413066387168	0.00126224289389516	0.0052769592541132	0.00305467935599569	2.78207186669378e-05	0.00436287532193816	0.173313388929736
012219G03A	0.275453235319051	0.00810797718382522	0.133751347292699	0.203538081455197	0.0176086614268587	0.0173846172477686	0.0344816102115704	0.0045262979424267	0.0205727053637388	0.0364465382146707	0.00647003257723469	0.000439005486054764	0.0255622297845543	0.00217988931006503	0.0136333910600317	0.00125646397732915	0.00015138120208785	0.00531650781732528	0.0037027842030688	0.00402068472745328	0.000738740266188706	0.00216172356581449	0.00750547999951558	0.00325469584488877	0.00145628716408511	0.0238152907124605	0.00139573468324997	0.00280055223862522	0.00317597761980308	0.000420839741804222	0.000154408826129607	0.00293074007242077	0.00182565729717947	0.00256439756336817	0.00158041974979715	0.129615612851659
012219G04A	0.017923386150055	0.759661458492835	0.0138717903174107	0.0290706339435737	0.00374841519210628	0.00172619011161539	0.00222128307680372	0.00392195293248157	0.00349525425320585	0.00282049868621722	0.000241932026287905	0.00231826004936638	3.8790789025065e-05	0.00505096905515846	0.00129234576067716	0.00369635386999369	0.00300322371873003	0.0136512953061104	0.000685984479601149	0.00353404504223092	0.00134134465207725	0.000399136802863169	0.0098508187918915	0.000256223369612929	0.00338194431684316	4.28740299750718e-05	0.0320616079394537	0.00882184207248978	0.000839106015226405	0.00606565443123516	0.000393011941438158	0.00129234576067716	0.000328700896475551	0.00610852846121023	0.00114534908647692	0.0556974481785683
012219H01A	0.0147569110885719	0.5061941762322	0.00270217940755502	0.0519948735592125	0.0058668108385052	0.00112544886144461	0.00111569343228764	0.0197066371173973	0.00919214620930832	0.00715154873023036	0.0320914895423289	0.00102335196545833	9.76287604945332e-05	0.0255775437467699	0.00768683136214089	0.023956727597141	0.0019078193860484	0.0032682177054337	0.000871360889814289	0.00205400188555318	0.00079100891988782	0.00114980019987459	0.011437905576382	0.000544442309668598	0.00833955148855934	0.0145746111605088	0.00240199517143491	0.00425269689211389	0.0023596968221131	0.00135123864162724	0.00194847941902324	0.0033928042167284	0.000578846952955001	0.000994532491536607	0.00378324478978167	0.223757746629909
012219H02A	0.0595882781784014	0.511214491718743	0.033424337723921	0.0513957450993387	0.00583012466247491	0.00598833119897037	0.0542178076422309	0.0135779690984152	0.00589640037370949	0.00577026272974689	0.00121861791624888	0.00034206818701723	4.70343757148691e-05	0.00754046559756105	0.0052443328922079	0.00554364255584798	0.0227368448058015	0.0189719568224431	0.00190275429028334	0.00358744011134319	0.000367723301043522	0.0056890215353303	0.0172658917396947	0.000977032259167962	0.0217619504728024	0.000374137079550095	0.000754687937606763	0.0133962453740623	0.00472695475934434	0.00195192659216707	0.000513102280525844	0.00259758029516209	0.000455378273966687	0.000173172019677472	0.00277716609334613	0.112179124006132
012219H03A	0.0307823348950834	0.308376840727752	0.0239618878375696	0.136692513787407	0.0133468187876325	0.00595397511072461	0.0081542887210559	0.0254532698550734	0.0112819898817082	0.0142206426176065	0.0110698355383732	0.000648015989295658	0.000209003536255812	0.0104407243915529	0.0619490682538332	0.00697588687342263	0.0108933903419361	0.00648856204516787	0.00219086118909359	0.00437226995694947	0.00210999047405993	0.00412440646671645	0.00536162337982874	0.00061230684239768	0.00238621122800605	0.0142931111804289	0.00163211806704287	0.00620498940803687	0.00748526735123202	0.0031844156880785	0.0200685405566636	0.00471675819761232	0.00138215403875703	7.14182937959558e-05	0.00707461216190527	0.225829896327944
012219H04A	0.385797363193065	0.0001300343146108	0.411341881885498	0.000700740473180423	0.0127939317319848	0.000989705616759978	0.0375582445367528	0.000353982300884956	0.0212461621816868	0.000794654144843778	0.000173379086147733	0.032537475167058	0	0.000895791945096623	0.000281741014990067	0.000953584973812534	0	0	0.0309048221058335	0.000577930287159111	0	0.00740473180422611	0	0.00784540364818494	0	0.000122810186021311	0.000527361387032689	0	0	0.000180603214737222	0.000288965143579556	0.000751309373306845	0.000209499729095178	0.00133646378905545	0.000187827343326711	0.0431135994220697
021420A07D	0.329685993956287	0.000340691510146664	0.169282162581082	0.00660176296662933	0.0539937022950478	0.0170984806054133	0.0386780518144163	0.00166316070544716	0.0225796656420142	0.0434237176648345	0.00097078763643942	2.68645635241097e-05	0.108856432516216	0.0110108076953135	0.000790876468596139	0.000797796128897804	0.00768163701253028	0.00493290371740433	0.0198980937556985	0.00122640802875974	0.000120483497017219	0.00391978404147237	8.38500013025243e-05	0.0436361919399797	2.11660197462683e-05	0.00831661760491833	0.00614140203714799	1.54674759684268e-05	0.00112098496886967	3.78546122385182e-05	6.34980592388048e-05	0.00130130317555422	0.000623176465991091	0.00735437778414567	0.000682197097975877	0.0870216479537343
021420A08D	0.391824238951068	0.000294960402670662	0.240612843757983	0.0549035095592855	0.026987495943604	0.0407269061608887	0.0284656121187851	0.0427245172025712	0.0267535713545946	0.0054722335379368	0.0043492850386307	0.000266237666830073	0.00138338638293759	0.00217961376205699	0.00103263758949963	0.0019440320921337	6.40737953366981e-05	0.00526399370309253	0.00267867129728722	0.00342131972685783	9.72154136143006e-05	0.00568820641704584	0.00387950259954568	0.00546339577306277	3.42463388868559e-05	0.000158803587580179	0.00058384484199043	3.78366808669295e-05	0.0060389552104838	0.000114338583057729	0.000828540456940062	0.00155544661782881	0.00172723067256772	5.60645709196109e-05	0.000431393397913459	0.0919558387936451
021420A09D	0.163658145192898	0.0051653885688509	0.0749221679102546	0.130998247391423	0.046155723339274	0.0418666390587678	0.0193489465861108	0.0400992405362834	0.0173338164715626	0.0855857188283405	0.0529775858371479	0.000229244159820154	0.00633379428664394	0.00444437871135202	0.0084487565353073	0.0163687725084488	0.0120501083363529	0.0162874278065771	0.00173781863089472	0.012626916222352	0.0403247872096549	0.003982192905263	0.00660371079739993	0.0088148076937298	6.28572696281068e-05	0.00177109600893313	0.00129042277060055	0	0.00539463272867105	9.24371612178041e-05	0.00910321163672935	0.00258084554120109	0.00572370902260643	0	0.00250689581222685	0.155109556523475
021420B07D	0.517462162857734	0.000822083196714193	0.122238824115774	0.00212573241455098	0.0125365055990602	0.0227104430354764	0.079380500839188	0.00015683789540386	0.00588510518928176	0.000814188671777758	0.00157706293146868	0.000459198200469356	0.079391553174099	0.00255519457109309	0.000214731078271057	0.00193389545859559	1.86837090162317e-05	3.10517980833146e-05	0.0651121996199049	0.000488934244396598	0.0169924386240159	0.0198392043160947	8.73660759632241e-05	0.00130917538529229	4.73671496186155e-06	6.23667469978437e-05	0.00200020946806165	2.68413847838821e-05	0.00117759996968502	5.55248253862659e-05	0.000216309983258344	0.00110339143528253	9.89447125366635e-05	1.55258990416573e-05	0.00041762036913746	0.0406778554891422
021420B08D	0.104990393907416	0.000200847179990353	0.0696775085730466	0.137703789920435	0.0509723802201746	0.0619728790455479	0.030772422035899	0.0372653833300133	0.0170637788573771	0.0083730226018929	0.018565193842223	0.000744122338980651	0.0139407698373632	0.0122648482862961	0.0486626376502855	0.00950073012888792	0.00337324485082158	0.00971639390412346	0.00225212247726887	0.0128443417892191	0.0307345574036057	0.00249248057791307	0.000297978193264376	0.0109544027512771	4.60960740961465e-05	0.0202888577557468	0.00143556345042285	9.38384365528697e-05	0.00412724491996569	0.000192615738187469	0.00111618350847098	0.00334855052541293	0.00438571219257623	8.56069947499864e-05	0.0842932566382462	0.185250244062249
