abbreviation	name	equation  	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
Nitrogen_diffusion	Nitrogen Diffusion	n2[e] <==> n2[c]	Reversible	e, c	-1000	1000	0		
NO_N2O_ferri_ferro_cytochrom	Nitric Oxide to Nitrous Oxide via ferrocytochome	[c] : (2) focytc + (2) h + (2) no <==> h2o + (2) ficytc + n2o	Reversible	c	-1000	1000	0		
o2_to_h2o	Free Oxygen + H2 to water: O2 + (2)H2 ==> H2O	[c] : (2) h2 + o2 --> (2) h2o	Irreversible	c	0	0	0		
PAPS_to_Sulfite	"PAPS to Sulfite, via reduced thioredoxin"	[c] : trdrd + paps --> trdox + so3 + 3amp	Irreversible	c	0	1000	0		
PASYN_EC	Phosphatidic acid synthase (Ecoli)	[c] : glyc3p + (0.322) hdeACP + (0.208) myrsACP + (0.373) octeACP + (0.982) palmACP + (0.115) tdeACP --> (2) ACP + (0.02) pa_EC	Irreversible	c	0	1000	0		
PEPT_EC	ethanolamine phosphotransferase (Ecoli)	[c] : cmp + h + (0.02) pe_EC <==> (0.02) 12dgr_EC + cdpea	Reversible	c	-1000	1000	0		
PGPP_EC	Phosphatidylglycerol phosphate phosphatase (Ecoli)	[c] : h2o + (0.02) pgp_EC --> (0.02) pg_EC + pi	Irreversible	c	0	1000	0		
PGSA_EC	Phosphatidylglycerol synthase (Ecoli)	[c] : (0.02) cdpdag_EC + glyc3p <==> cmp + h + (0.02) pgp_EC	Reversible	c	-1000	1000	0		
PSD_EC	Phosphatidylserine decarboxylase (Ecoli)	[c] : h + (0.02) ps_EC --> co2 + (0.02) pe_EC	Irreversible	c	0	1000	0		
PSSA_EC	Phosphatidylserine syntase (Ecoli)	[c] : (0.02) cdpdag_EC + ser_L <==> cmp + h + (0.02) ps_EC	Reversible	c	-1000	1000	0		
Pyrite_aerobic_diss	Pyrite (FeS2) Spontaneous Dissolution (aerobic)	[e] : pyrite + (2.9) o2 + (0.6) h2o --> fe2 + (0.4) s + (1.6) so4 + (1.2) h	Irreversible	e	0	1000	0		
Pyrite_anaerobic_diss	Pyrite (FeS2) Spontaneous Dissolution (anaerobic)	[e] : pyrite + (8) h2o + (14) fe3 --> (15) fe2 + (2) so4 + (16) h	Irreversible	e	0	1000	0		
rxn00001	Pyrophosphate phosphohydrolase	[c] : ppi + h2o --> (2) h + (2) pi	Irreversible	c	0	1000	0		
rxn00002	Urea-1-carboxylate amidohydrolase	[c] : (3) h + h2o + allphn --> (2) co2 + (2) nh4	Irreversible	c	0	1000	0		
rxn00006	hydrogen-peroxide hydrogen-peroxide oxidoreductase	[c] : (2) h2o2 --> (2) h2o + o2	Irreversible	c	0	0	0		
rxn00011	pyruvate thiamin diphosphate acetaldehydetransferase	[c] : h + pyr + thmpp --> co2 + 2_Hydroxyethyl_ThPP	Irreversible	c	0	1000	0		
rxn00014	Ferrocytochrome-c:hydrogen-peroxide oxidoreductase (EC 1.11.1.5)	[c] : h2o2 + (2) h + (2) focytc <==> (2) h2o + (2) ficytc	Reversible	c	-1000	1000	0		
rxn00018	D-Ribulose 1 5-bisphosphate carboxy-lyase dimerizing	[c] : h2o + co2 + rb15bp <==> (2) h + (2) 3pg	Reversible	c	0	1000	0		
rxn00029	5-Aminolevulinate hydro-lyaseadding 5-aminolevulinate and	[c] : (2) 5aop --> h + (2) h2o + ppbng	Irreversible	c	0	1000	0		
rxn00048	6 7-Dimethyl-8-1-D-ribityllumazine 6 7-dimethyl-8-1-D-ribityl	[c] : (2) dmlz --> 4r5au + ribflv	Irreversible	c	0	1000	0		
rxn00058_Irreversible	Ferrocytochrome-c oxygen oxidoreductase Irreversible	[c] : (4) h + o2 + (4) focytc --> (2) h2o + (4) ficytc	Irreversible	c	0	1000	0		
rxn00060	Porphobilinogen ammonia-lyase polymerizing	[c] : h2o + (4) ppbng --> (4) nh4 + hmbil	Irreversible	c	0	1000	0		
rxn00062	ATP phosphohydrolase protein-secreting	[c] : atp + h2o --> h + pi + adp	Irreversible	c	0	1000	0		
rxn00065	ATP pyrophosphate-lyase cyclizing	[c] : atp --> camp + ppi	Irreversible	c	0	1000	0		
rxn00077	ATP NAD 2'-phosphotransferase	[c] : atp + nad <==> adp + nadp	Reversible	c	-1000	1000	0		
rxn00083	NADPH:NAD+ oxidoreductase (B-specific)	[c] : nad + nadph --> nadh + nadp	Irreversible	c	-1000	1000	0		
rxn00085_GLUSy	L-Glutamate NADP oxidoreductase transaminating	[c] : h + gln_L + nadph + akg --> (2) glu_L + nadp	Irreversible	c	0	1000	0		
rxn00095	P1 P4-Bis5'-nucleosyl-tetraphosphate nucleotidebisphosphohydrolase	[c] : h2o + ap4a --> (2) adp	Irreversible	c	0	1000	0		
rxn00097	ATP AMP phosphotransferase	[c] : atp + amp <==> (2) adp	Reversible	c	-1000	1000	0		
rxn00100	ATP dephospho-CoA 3'-phosphotransferase	[c] : atp + dpcoa --> adp + coa	Irreversible	c	0	1000	0		
rxn00102	Carbonic acid hydro-lyase	[c] : h + hco3 <==> h2o + co2	Reversible	c	-1000	1000	0		
rxn00105	ATP nicotinamide-nucleotide adenylyltransferase	[c] : atp + nmn <==> ppi + nad	Reversible	c	-1000	1000	0		
rxn00117	ATP nucleoside-diphosphate phosphatransferase	[c] : atp + udp <==> adp + utp	Reversible	c	-1000	1000	0		
rxn00119_URIDK1	ATP nucleoside-phosphate phosphotransferase	[c] : atp + ump --> adp + udp	Irreversible	c	0	1000	0		
rxn00122	ATP FMN adenylyltransferase	[c] : atp + fmn --> ppi + fad	Irreversible	c	0	1000	0		
rxn00126	ATP L-methione S-adenosyltransferase	[c] : atp + h2o + met_L --> ppi + pi + amet	Irreversible	c	0	1000	0		
rxn00132	Adenosine 5'-monophosphate phosphohydrolase	[c] : amp + h2o --> h + pi + adn	Irreversible	c	0	1000	0		
rxn00138	Deamino-NAD ammonia ligase AMP-forming	[c] : atp + nh4 + dnad --> ppi + amp + nad	Irreversible	c	0	1000	0		
rxn00141	S-Adenosyl-L-homocysteine hydrolase	[c] : h2o + ahcys <==> hcys_L + adn	Reversible	c	-1000	1000	0		
rxn00147	ATP pyruvate water phosphotransferase	[c] : atp + h2o + pyr --> h + amp + pi + pep	Irreversible	c	0	1000	0		
rxn00148	ATP pyruvate O2-phosphotransferase	[c] : atp + pyr <==> pep + adp	Reversible	c	-1000	1000	0		
rxn00151	ATP pyruvate orthophosphate phosphotransferase	[c] : atp + h + pi + pyr <==> ppi + amp + pep	Reversible	c	-1000	1000	0		
rxn00161	S-Malate NADP oxidoreductaseoxaloacetate-decarboxylating	[c] : nadp + mal_L --> pyr + co2 + nadph	Irreversible	c	0	1000	0		
rxn00175	Acetate CoA ligase AMP-forming	[c] : atp + h + coa + ac <==> ppi + amp + accoa	Reversible	c	-1000	1000	0		
rxn00179	ATP L-glutamate 5-phosphotransferase	[c] : atp + h + glu_L <==> adp + glu5p	Reversible	c	-1000	1000	0		
rxn00187	L-Glutamate ammonia ligase ADP-forming	[c] : atp + glu_L + nh4 --> h + pi + adp + gln_L	Irreversible	c	0	1000	0		
rxn00190	Deamido-NAD L-glutamine amido-ligase AMP-forming	[c] : atp + h2o + gln_L + dnad --> ppi + amp + glu_L + nad	Irreversible	c	0	1000	0		
rxn00192	Acetyl-CoA L-glutamate N-acetyltransferase	[c] : glu_L + accoa --> h + coa + acglu	Irreversible	c	0	1000	0		
rxn00193	L-Glutamate racemase	[c] : glu_L <==> glu_D	Reversible	c	-1000	1000	0		
rxn00199	Oxalosuccinate NADP oxidoreductase decarboxylating	[c] : h + oxasucc --> co2 + akg	Irreversible	c	0	1000	0		
rxn00206	Superoxide superoxide oxidoreductase	[c] : (2) o2s --> o2 + h2o2	Irreversible	c	0	1000	0		
rxn00211	UDPglucose NAD oxidoreductase	[c] : h2o + (2) nad + udpg <==> (3) h + (2) nadh + udpglcur	Reversible	c	-1000	1000	0		
rxn00212	UDPglucose pyrophosphohydrolase	[c] : h2o + udpg --> g1p + ump	Irreversible	c	0	1000	0		
rxn00213	UTP alpha-D-glucose-1-phosphate uridylyltransferase	[c] : g1p + utp <==> ppi + udpg	Reversible	c	-1000	1000	0		
rxn00214	UDPglucose 4-epimerase	[c] : udpg <==> udpgal	Reversible	c	-1000	1000	0		
rxn00216	ATP D-glucose 6-phosphotransferase	[c] : atp + glc_D <==> g6p + adp	Reversible	c	-1000	1000	0		
rxn00224	Protoporphyrin ferro-lyase	[c] : ppp9 + fe2 <==> (2) h + pheme	Reversible	c	-1000	1000	0		
rxn00225	ATP acetate phosphotransferase	[c] : atp + h + ac <==> adp + actp	Reversible	c	-1000	1000	0		
rxn00227	Acetyl phosphate phosphohydrolase	[c] : h2o + actp --> (2) h + pi + ac	Irreversible	c	0	1000	0		
rxn00237	ATP nucleoside-diphosphate phosphatransferase	[c] : atp + gdp <==> adp + gtp	Reversible	c	-1000	1000	0		
rxn00239	ATP dGMP phosphotransferase	[c] : atp + gmp <==> adp + gdp	Reversible	c	-1000	1000	0		
rxn00242	Guanosine-3' 5'-bisdiphosphate 3'-pyrophosphohydrolase	[c] : h2o + gdpdp --> ppi + gdp	Irreversible	c	0	1000	0		
rxn00250	Pyruvate carbon-dioxide ligase ADP-forming	[c] : atp + pyr + hco3 <==> h + pi + adp + oaa	Reversible	c	-1000	1000	0		
rxn00251	Orthophosphate oxaloacetate carboxyl-lyase phosphorylating	[c] : (2) h + pi + oaa <==> h2o + pep + co2	Reversible	c	-1000	1000	0		
rxn00256	Citrate oxaloacetate-lyase pro-3S-CH2COO- -> acetyl-CoA	[c] : h2o + accoa + oaa --> h + coa + cit	Irreversible	c	0	1000	0		
rxn00260	L-Aspartate 2-oxoglutarate aminotransferase	[c] : asp_L + akg <==> glu_L + oaa	Reversible	c	-1000	1000	0		
rxn00262	L-Aspartic acid oxygen oxidoreductase deaminating	[c] : h2o + o2 + asp_L --> nh4 + h2o2 + oaa	Irreversible	c	0	1000	0		
rxn00269	Aminoacetic acid oxygen oxidoreductase deaminating	[c] : h2o + o2 + gly --> nh4 + glx + h2o2	Irreversible	c	0	1000	0		
rxn00272	L-Alanine glyoxylate aminotransferase	[c] : glx + ala_L <==> pyr + gly	Reversible	c	-1000	1000	0		
rxn00274	Succinyl-CoA glycine C-succinyl-transferasedecarboxylating	[c] : accoa + gly <==> coa + 2aobut	Reversible	c	-1000	1000	0		
rxn00278_ALAD_L	L-Alanine NAD oxidoreductase deaminating	[c] : h2o + nad + ala_L --> h + pyr + nadh + nh4	Irreversible	c	0	1000	0		
rxn00283	L-Alanine racemase	[c] : ala_L <==> ala_D	Reversible	c	-1000	1000	0		
rxn00285	Succinate CoA ligase ADP-forming	[c] : atp + coa + succ <==> pi + adp + succoa	Reversible	c	-1000	1000	0		
rxn00288_SUCD1i	Succinate acceptor oxidoreductase	[c] : succ + fad --> fadh2 + fum	Irreversible	c	0	1000	0		
rxn00291	N-succinyl-L-glutamate amidohydrolase	[c] : h2o + sucglu <==> glu_L + succ	Reversible	c	-1000	1000	0		
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase	[c] : h2o + uacgam <==> udp + acmana	Reversible	c	-1000	1000	0		
rxn00293	UTP N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	[c] : utp + acgam1p <==> ppi + uacgam	Reversible	c	-1000	1000	0		
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase	[c] : uacgam <==> uacgala	Reversible	c	-1000	1000	0		
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase	[c] : uacgam <==> uacmam	Reversible	c	-1000	1000	0		
rxn00299	GTP 7 8-8 9-dihydrolase	[c] : h2o + gtp --> h + ahdt + for	Irreversible	c	0	1000	0		
rxn00300	GTP 7 8-8 9-dihydrolase pyrophosphate-forming	[c] : (3) h2o + gtp --> ppi + h + for + 25drapp	Irreversible	c	0	1000	0		
rxn00302	GTP 7 8-8 9-dihydrolase	[c] : h2o + gtp --> Formamidopyrimidinenucleosidetriphosphate	Irreversible	c	0	1000	0		
rxn00303	ATP GTP 3'-pyrophosphotransferase	[c] : atp + gtp <==> amp + gdptp	Reversible	c	-1000	1000	0		
rxn00313	meso-2 6-Diaminoheptanedioate carboxy-lyase	[c] : h + 26dap_M --> co2 + lys_L	Irreversible	c	0	1000	0		
rxn00322	L-Lysine carboxy-lyase	[c] : h + lys_L --> co2 + 15dap	Irreversible	c	0	1000	0		
rxn00333	S-2-Hydroxy-acid oxygen 2-oxidoreductase	[c] : o2 + glyclt --> glx + h2o2	Irreversible	c	0	1000	0		
rxn00337	ATP L-aspartate 4-phosphotransferase	[c] : atp + h + asp_L <==> adp + 4pasp	Reversible	c	-1000	1000	0		
rxn00338	L-aspartate oxidase	[c] : o2 + asp_L --> h + h2o2 + iasp	Irreversible	c	0	1000	0		
rxn00346	L-Aspartate 1-carboxy-lyase	[c] : h + asp_L --> co2 + ala_B	Irreversible	c	0	1000	0		
rxn00350	glutathione hydralase periplasmic	[c] : h2o + gthrd <==> glu_L + cgly	Reversible	c	-1000	1000	0		
rxn00351	gamma-L-Glutamyl-L-cysteine glycine ligase ADP-forming	[c] : atp + gly + glucys --> h + pi + adp + gthrd	Irreversible	c	0	1000	0		
rxn00355	UTP alpha-D-hexose-1-phosphate uridylyltransferase	[c] : utp + gal1p <==> ppi + udpgal	Reversible	c	-1000	1000	0		
rxn00361	ATP adenylylsulfate 3'-phosphotransferase	[c] : atp + aps <==> adp + paps	Reversible	c	-1000	1000	0		
rxn00363	Cytidine-5'-monophosphate phosphohydrolase	[c] : h2o + cmp --> h + pi + Cytidine	Irreversible	c	0	1000	0		
rxn00364	ATP CMP phosphotransferase	[c] : atp + cmp <==> adp + cdp	Reversible	c	-1000	1000	0		
rxn00379	ATP sulfate adenylyltransferase	[c] : atp + h + so4 <==> ppi + aps	Reversible	c	-1000	1000	0		
rxn00392	ATP riboflavin 5'-phosphotransferase	[c] : atp + ribflv <==> adp + fmn	Reversible	c	-1000	1000	0		
rxn00394	L-Arginine amidinohydrolase	[c] : h2o + arg_L <==> urea + orn	Reversible	c	-1000	1000	0		
rxn00405	L-Arginine carboxy-lyase	[c] : h + arg_L --> co2 + agm	Irreversible	c	0	1000	0		
rxn00407	CTP aminohydrolase	[c] : h + h2o + ctp --> nh4 + utp	Irreversible	c	0	1000	0		
rxn00409	ATP nucleoside-diphosphate phosphatransferase	[c] : atp + cdp <==> adp + ctp	Reversible	c	-1000	1000	0		
rxn00410	UTP ammonia ligaseADP-forming	[c] : atp + nh4 + utp <==> (2) h + pi + adp + ctp	Reversible	c	-1000	1000	0		
rxn00412	UTP ammonia ligaseADP-forming	[c] : atp + h2o + gln_L + utp --> (2) h + pi + adp + glu_L + ctp	Irreversible	c	0	1000	0		
rxn00414	Carbon-dioxide L-glutamine amido-ligase ADP-forming	[c] : (2) atp + h2o + gln_L + hco3 --> h + pi + (2) adp + glu_L + cbp	Irreversible	c	0	1000	0		
rxn00416	L-aspartate L-glutamine amido-ligase AMP-forming	[c] : atp + h2o + gln_L + asp_L --> ppi + amp + glu_L + asn_L	Irreversible	c	0	1000	0		
rxn00420	L-O-Phosphoserine phosphohydrolase	[c] : h2o + pser_L --> h + pi + ser_L	Irreversible	c	0	1000	0		
rxn00422	L-Serine pyruvate aminotransferase	[c] : pyr + ser_L <==> ala_L + hpyr	Reversible	c	-1000	1000	0		
rxn00423_SERAT	serine O-acetyltransferase	[c] : accoa + ser_L <==> coa + acser	Reversible	c	-1000	1000	0		
rxn00438	ATP thiamin-phosphate phosphotransferase	[c] : atp + thmmp <==> adp + thmpp	Reversible	c	-1000	1000	0		
rxn00440	ATP thiamin pyrophosphotransferase	[c] : atp + thm <==> amp + thmpp	Reversible	c	-1000	1000	0		
rxn00441	2-Oxoglutarate Thiamin diphosphate 2-oxidoreductasedecarboxylating	[c] : h + thmpp + akg --> co2 + 3_Carboxy_1_hydroxypropyl_ThPP	Irreversible	c	0	1000	0		
rxn00459	2-Phospho-D-glycerate hydro-lyase	[c] : 2pg <==> h2o + pep	Reversible	c	-1000	1000	0		
rxn00461	Phosphoenolpyruvate UDP-N-acetyl-D-glucosamine	[c] : pep + uacgam <==> h + pi + uaccg	Reversible	c	-1000	1000	0		
rxn00470	L-Ornithine carboxy-lyase	[c] : h + orn --> co2 + ptrc	Irreversible	c	0	1000	0		
rxn00474	L-Serine hydro-lyase adding indoleglycerol-phosphate	[c] : ser_L + indole <==> h2o + trp_L	Reversible	c	-1000	1000	0		
rxn00493	L-Phenylalanine 2-oxoglutarate aminotransferase	[c] : akg + phe_L <==> glu_L + phpyr	Reversible	c	-1000	1000	0		
rxn00499	(S)-Lactate:NAD+ oxidoreductase (EC 1.1.1.27)	[c] : nad + lac_L <==> nadh + pyr + h	Reversible	c	-1000	1000	0		
rxn00515	ATP nucleoside-diphosphate phosphatransferase	[c] : atp + idp <==> adp + itp	Reversible	c	-1000	1000	0		
rxn00527	L-Tyrosine 2-oxoglutarate aminotransferase	[c] : akg + tyr_L <==> glu_L + 34hpp	Reversible	c	-1000	1000	0		
rxn00543	Ethanol NAD oxidoreductase	[c] : nad + etoh <==> h + nadh + acald	Reversible	c	-1000	1000	0		
rxn00545	ATP D-fructose-6-phosphate 1-phosphotransferase	[c] : atp + f6p <==> adp + fdp	Reversible	c	-1000	1000	0		
rxn00548	D-Fructose-6-phosphate D-erythrose-4-phosphate-lyase	[c] : h + pi + f6p <==> h2o + e4p + actp	Reversible	c	-1000	1000	0		
rxn00549	D-Fructose-1 6-bisphosphate 1-phosphohydrolase	[c] : h2o + fdp --> h + pi + f6p	Irreversible	c	0	1000	0		
rxn00555_GF6PTA	L-Glutamine D-fructose-6-phosphate aminotransferase hexose	[c] : f6p + gln_L --> gam6p + glu_L	Irreversible	c	0	1000	0		
rxn00558	D-Glucose-6-phosphate ketol-isomerase	[c] : g6p <==> f6p	Reversible	c	-1000	1000	0		
rxn00567	Ferrocytochrome-c oxygen oxidoreductase	[c] : h2o + ficytc + no <==> (2) h + no2 + focytc	Reversible	c	-1000	1000	0		
rxn00604_G6PDH	D-Glucose-6-phosphate NADP 1-oxoreductase	[c] : g6p + nadp --> h + nadph + 6pgl	Irreversible	c	0	1000	0		
rxn00605	UDPglucose D-glucose-6-phosphate 1-alpha-D-glucosyltransferase	[c] : g6p + udpg <==> tre6p + udp	Reversible	c	-1000	1000	0		
rxn00611	sn-Glycerol-3-phosphate NAD 2-oxidoreductase	[c] : nad + glyc3p <==> h + dhap + nadh	Reversible	c	-1000	1000	0		
rxn00612	sn-Glycerol-3-phosphate NADP 2-oxidoreductase	[c] : glyc3p + nadp <==> h + dhap + nadph	Reversible	c	-1000	1000	0		
rxn00640	GDP D-mannose-1-phosphate guanylyltransferase	[c] : gdp + man1p <==> h + pi + gdpmann	Reversible	c	-1000	1000	0		
rxn00649	O3-Acetyl-L-serine acetate-lyase adding hydrogen sulfide	[c] : h2s + acser --> h + cys_L + ac	Irreversible	c	0	1000	0		
rxn00650	membrane alanyl aminopeptidase	[c] : h2o + cgly <==> cys_L + gly	Reversible	c	-1000	1000	0		
rxn00669_ACCOAL	Propanoate CoA ligase ADP-forming	[c] : atp + coa + ppa --> pi + adp + ppcoa	Irreversible	c	0	1000	0		
rxn00675	Propinol adenylate CoA ligase AMP-forming	[c] : coa + Propionyladenylate --> amp + ppcoa	Irreversible	c	0	1000	0		
rxn00686	5 6 7 8-Tetrahydrofolate NADP oxidoreductase	[c] : nadp + thf <==> h + nadph + dhf	Reversible	c	-1000	1000	0		
rxn00689	Tetrahydrofolate L-glutamate gamma-ligase ADP-forming	[c] : atp + glu_L + thf --> h + pi + adp + thfglu	Irreversible	c	0	1000	0		
rxn00691	10-Formyltetrahydrofolate amidohydrolase	[c] : h2o + 10fthf --> h + for + thf	Irreversible	c	0	1000	0		
rxn00692_GHMT2	5 10-Methylenetetrahydrofolate glycine hydroxymethyltransferase	[c] : ser_L + thf --> h2o + gly + mlthf	Irreversible	c	0	1000	0		
rxn00693	5-Methyltetrahydrofolate L-homocysteine S-methyltransferase	[c] : hcys_L + 5mthf <==> met_L + thf	Reversible	c	-1000	1000	0		
rxn00695	ATP alpha-D-glucose-1-phosphate adenyltransferase	[c] : atp + g1p <==> ppi + adpglc	Reversible	c	-1000	1000	0		
rxn00702	CTP D-glucose-1-phosphate cytidylyltransferase	[c] : g1p + ctp <==> ppi + CDP_glucose	Reversible	c	-1000	1000	0		
rxn00704	alpha-D-Glucose 1-phosphate 1 6-phosphomutase	[c] : g1p <==> g6p	Reversible	c	-1000	1000	0		
rxn00707	ITP cytidine 5'-phosphotransferase	[c] : Cytidine + itp <==> cmp + idp	Reversible	c	-1000	1000	0		
rxn00708	Uridine 5'-monophosphate phosphohydrolase	[c] : h2o + ump --> h + pi + uri	Irreversible	c	0	1000	0		
rxn00710	Orotidine-5'-phosphate carboxy-lyase	[c] : h + orot5p --> co2 + ump	Irreversible	c	0	1000	0		
rxn00711	UMP pyrophosphate phosphoribosyltransferase	[c] : prpp + ura --> ppi + ump	Irreversible	c	0	1000	0		
rxn00726	Chorismate pyruvate-lyase amino-accepting	[c] : nh4 + chor --> h + h2o + pyr + anth	Irreversible	c	0	1000	0		
rxn00727	Chorismate pyruvate-lyase amino-accepting	[c] : gln_L + chor --> h + pyr + glu_L + anth	Irreversible	c	0	1000	0		
rxn00737	L-threonine ammonia-lyase	[c] : thr_L --> nh4 + 2obut	Irreversible	c	0	1000	0		
rxn00745	Phosphoenolpyruvate glycerone phosphotransferase	[c] : pep + dha <==> pyr + dhap	Reversible	c	-1000	1000	0		
rxn00747	D-Glyceraldehyde-3-phosphate ketol-isomerase	[c] : g3p <==> dhap	Reversible	c	-1000	1000	0		
rxn00756	Choline sulfate sulfohydrolase	[c] : h2o + chols --> h + chol + so4	Irreversible	c	0	1000	0		
rxn00758	sn-Glycero-3-phosphocholine glycerophosphohydrolase	[c] : h2o + g3pc <==> glyc3p + chol	Reversible	c	-1000	1000	0		
rxn00763	Glycerol NAD oxidoreductase	[c] : nad + glyc <==> h + nadh + glyald	Reversible	c	-1000	1000	0		
rxn00770	ATP D-ribose-5-phosphate pyrophosphotransferase	[c] : atp + r5p <==> amp + prpp	Reversible	c	-1000	1000	0		
rxn00775	ADPribose ribophosphohydrolase	[c] : h2o + adprib --> amp + r5p	Irreversible	c	0	1000	0		
rxn00776	Uracil hydro-lyase adding D-ribose 5-phosphate	[c] : ura + r5p <==> h2o + psd5p	Reversible	c	-1000	1000	0		
