abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
ecoli_ProtSyn	"Protein Synthesis, E coli"	(103) alatrna[c] + (59) argtrna[c] + (48) asntrna[c] + (48) asptrna[c] + (18) cystrna[c] + (53) glntrna[c] + (53) glutrna[c] + (53) glytrna[c] + (19) histrna[c] + (58) iletrna[c] + (90) leutrna[c] + (69) lystrna[c] + (31) mettrna[c] + (37) phetrna[c] + (44) protrna[c] + (43) sertrna[c] + (51) thrtrna[c] + (11) trptrna[c] + (28) tyrtrna[c] + (85) valtrna[c] + (2000) gtp[c] + (2000) h2o[c] --> (2000) gdp[c] + (3001) h[c] + (2000) pi[c] + ecoli_Protein[c] + (103) trnaala[c] + (59) trnaarg[c] + (48) trnaasn[c] + (48) trnaasp[c] + (18) trnacys[c] + (53) trnagln[c] + (53) trnaglu[c] + (53) trnagly[c] + (19) trnahis[c] + (58) trnaile[c] + (90) trnaleu[c] + (69) trnalys[c] + (31) trnamet[c] + (37) trnaphe[c] + (44) trnapro[c] + (43) trnaser[c] + (51) trnathr[c] + (11) trnatrp[c] + (28) trnatyr[c] + (85) trnaval[c]	Irreversible	c	0	1000	0		
ecoli_RNASyn	"RNA Synthesis, E coli"	(126) atp[c] + (20) ctp[c] + (32) gtp[c] + (100) h2o[c] + (22) utp[c] --> (100) adp[c] + (100) h[c] + (100) pi[c] + (100) ppi[c] + ecoli_RNA[c]	Irreversible	c	0	1000	0		
Fe2_Oxidation	Fe(II) Oxidation via Fe(II) Oxidase (Yamanaka 1991)	o2[c] + (4) h[c] + (4) fe2[e] --> (2) h2o[c] + (4) fe3[e]	Irreversible	e, c	0	1000	0		
KAS15	b-ketoacyl synthase	accoa[c] + h[c] + malACP[c] --> actACP[c] + co2[c] + coa[c]	Irreversible	c	0	1000	0		
N2O_N2_ferri_ferro_cytochrome	Nitrous Oxide to Nitrogen via ferrocytochrome	(2) focytc[c] + (2) h[c] + n2o[c] --> h2o[c] + (2) ficytc[c] + n2[c]	Irreversible	c	0	1000	0		
Nitrogen_diffusion	Nitrogen Diffusion	n2[e] <==> n2[c]	Reversible	e, c	-1000	1000	0		
NO_N2O_ferri_ferro_cytochrom	Nitric Oxide to Nitrous Oxide via ferrocytochome	(2) focytc[c] + (2) h[c] + (2) no[c] <==> h2o[c] + (2) ficytc[c] + n2o[c]	Reversible	c	-1000	1000	0		
o2_to_h2o	Free Oxygen + H2 to water: O2 + (2)H2 ==> H2O	(2) h2[c] + o2[c] --> (2) h2o[c]	Irreversible	c	0	0	0		
PAPS_to_Sulfite	"PAPS to Sulfite, via reduced thioredoxin"	trdrd[c] + paps[c] --> trdox[c] + so3[c] + 3amp[c]	Irreversible	c	0	1000	0		
PASYN_EC	Phosphatidic acid synthase (Ecoli)	glyc3p[c] + (0.322) hdeACP[c] + (0.208) myrsACP[c] + (0.373) octeACP[c] + (0.982) palmACP[c] + (0.115) tdeACP[c] --> (2) ACP[c] + (0.02) pa_EC[c]	Irreversible	c	0	1000	0		
PEPT_EC	ethanolamine phosphotransferase (Ecoli)	cmp[c] + h[c] + (0.02) pe_EC[c] <==> (0.02) 12dgr_EC[c] + cdpea[c]	Reversible	c	-1000	1000	0		
PGPP_EC	Phosphatidylglycerol phosphate phosphatase (Ecoli)	h2o[c] + (0.02) pgp_EC[c] --> (0.02) pg_EC[c] + pi[c]	Irreversible	c	0	1000	0		
PGSA_EC	Phosphatidylglycerol synthase (Ecoli)	(0.02) cdpdag_EC[c] + glyc3p[c] <==> cmp[c] + h[c] + (0.02) pgp_EC[c]	Reversible	c	-1000	1000	0		
PSD_EC	Phosphatidylserine decarboxylase (Ecoli)	h[c] + (0.02) ps_EC[c] --> co2[c] + (0.02) pe_EC[c]	Irreversible	c	0	1000	0		
PSSA_EC	Phosphatidylserine syntase (Ecoli)	(0.02) cdpdag_EC[c] + ser_L[c] <==> cmp[c] + h[c] + (0.02) ps_EC[c]	Reversible	c	-1000	1000	0		
Pyrite_aerobic_diss	Pyrite (FeS2) Spontaneous Dissolution (aerobic)	pyrite[e] + (2.9) o2[e] + (0.6) h2o[e] --> fe2[e] + (0.4) s[e] + (1.6) so4[e] + (1.2) h[e]	Irreversible	e	0	1000	0		
Pyrite_anaerobic_diss	Pyrite (FeS2) Spontaneous Dissolution (anaerobic)	pyrite[e] + (8) h2o[e] + (14) fe3[e] --> (15) fe2[e] + (2) so4[e] + (16) h[e]	Irreversible	e	0	1000	0		
rxn00001	Pyrophosphate phosphohydrolase c0	ppi[c] + h2o[c] --> (2) h[c] + (2) pi[c]	Irreversible	c	0	1000	0		
rxn00002	Urea-1-carboxylate amidohydrolase c0	(3) h[c] + h2o[c] + allphn[c] --> (2) co2[c] + (2) nh4[c]	Irreversible	c	0	1000	0		
rxn00006	hydrogen-peroxide hydrogen-peroxide oxidoreductase c0	(2) h2o2[c] --> (2) h2o[c] + o2[c]	Irreversible	c	0	0	0		
rxn00011	pyruvate thiamin diphosphate acetaldehydetransferase c0	h[c] + pyr[c] + thmpp[c] --> co2[c] + 2_Hydroxyethyl_ThPP[c]	Irreversible	c	0	1000	0		
rxn00014	Ferrocytochrome-c:hydrogen-peroxide oxidoreductase (EC 1.11.1.5)	h2o2[c] + (2) h[c] + (2) focytc[c] <==> (2) h2o[c] + (2) ficytc[c]	Reversible	c	-1000	1000	0		
rxn00018	D-Ribulose 1 5-bisphosphate carboxy-lyase dimerizing c0	h2o[c] + co2[c] + rb15bp[c] <==> (2) h[c] + (2) 3pg[c]	Reversible	c	0	1000	0		
rxn00029	5-Aminolevulinate hydro-lyaseadding 5-aminolevulinate and c0	(2) 5aop[c] --> h[c] + (2) h2o[c] + ppbng[c]	Irreversible	c	0	1000	0		
rxn00048	6 7-Dimethyl-8-1-D-ribityllumazine 6 7-dimethyl-8-1-D-ribityl c0	(2) dmlz[c] --> 4r5au[c] + ribflv[c]	Irreversible	c	0	1000	0		
rxn00058_Irreversible	Ferrocytochrome-c oxygen oxidoreductase Irreversible	(4) h[c] + o2[c] + (4) focytc[c] --> (2) h2o[c] + (4) ficytc[c]	Irreversible	c	0	1000	0		
rxn00060	Porphobilinogen ammonia-lyase polymerizing c0	h2o[c] + (4) ppbng[c] --> (4) nh4[c] + hmbil[c]	Irreversible	c	0	1000	0		
rxn00062	ATP phosphohydrolase protein-secreting c0	atp[c] + h2o[c] --> h[c] + pi[c] + adp[c]	Irreversible	c	0	1000	0		
rxn00065	ATP pyrophosphate-lyase cyclizing c0	atp[c] --> camp[c] + ppi[c]	Irreversible	c	0	1000	0		
rxn00077	ATP NAD 2'-phosphotransferase c0	atp[c] + nad[c] <==> adp[c] + nadp[c]	Reversible	c	-1000	1000	0		
rxn00083	NADPH:NAD+ oxidoreductase (B-specific)	nad[c] + nadph[c] --> nadh[c] + nadp[c]	Irreversible	c	-1000	1000	0		
rxn00085_GLUSy	L-Glutamate NADP oxidoreductase transaminating c0	h[c] + gln_L[c] + nadph[c] + akg[c] --> (2) glu_L[c] + nadp[c]	Irreversible	c	0	1000	0		
rxn00095	P1 P4-Bis5'-nucleosyl-tetraphosphate nucleotidebisphosphohydrolase c0	h2o[c] + ap4a[c] --> (2) adp[c]	Irreversible	c	0	1000	0		
rxn00097	ATP AMP phosphotransferase c0	atp[c] + amp[c] <==> (2) adp[c]	Reversible	c	-1000	1000	0		
rxn00100	ATP dephospho-CoA 3'-phosphotransferase c0	atp[c] + dpcoa[c] --> adp[c] + coa[c]	Irreversible	c	0	1000	0		
rxn00102	Carbonic acid hydro-lyase c0	h[c] + hco3[c] <==> h2o[c] + co2[c]	Reversible	c	-1000	1000	0		
rxn00105	ATP nicotinamide-nucleotide adenylyltransferase c0	atp[c] + nmn[c] <==> ppi[c] + nad[c]	Reversible	c	-1000	1000	0		
rxn00117	ATP nucleoside-diphosphate phosphatransferase c0	atp[c] + udp[c] <==> adp[c] + utp[c]	Reversible	c	-1000	1000	0		
rxn00119_URIDK1	ATP nucleoside-phosphate phosphotransferase c0	atp[c] + ump[c] --> adp[c] + udp[c]	Irreversible	c	0	1000	0		
rxn00122	ATP FMN adenylyltransferase c0	atp[c] + fmn[c] --> ppi[c] + fad[c]	Irreversible	c	0	1000	0		
rxn00126	ATP L-methione S-adenosyltransferase c0	atp[c] + h2o[c] + met_L[c] --> ppi[c] + pi[c] + amet[c]	Irreversible	c	0	1000	0		
rxn00132	Adenosine 5'-monophosphate phosphohydrolase c0	amp[c] + h2o[c] --> h[c] + pi[c] + adn[c]	Irreversible	c	0	1000	0		
rxn00138	Deamino-NAD ammonia ligase AMP-forming c0	atp[c] + nh4[c] + dnad[c] --> ppi[c] + amp[c] + nad[c]	Irreversible	c	0	1000	0		
rxn00141	S-Adenosyl-L-homocysteine hydrolase c0	h2o[c] + ahcys[c] <==> hcys_L[c] + adn[c]	Reversible	c	-1000	1000	0		
rxn00147	ATP pyruvate water phosphotransferase c0	atp[c] + h2o[c] + pyr[c] --> h[c] + amp[c] + pi[c] + pep[c]	Irreversible	c	0	1000	0		
rxn00148	ATP pyruvate O2-phosphotransferase c0	atp[c] + pyr[c] <==> pep[c] + adp[c]	Reversible	c	-1000	1000	0		
rxn00151	ATP pyruvate orthophosphate phosphotransferase c0	atp[c] + h[c] + pi[c] + pyr[c] <==> ppi[c] + amp[c] + pep[c]	Reversible	c	-1000	1000	0		
rxn00161	S-Malate NADP oxidoreductaseoxaloacetate-decarboxylating c0	nadp[c] + mal_L[c] --> pyr[c] + co2[c] + nadph[c]	Irreversible	c	0	1000	0		
rxn00175	Acetate CoA ligase AMP-forming c0	atp[c] + h[c] + coa[c] + ac[c] <==> ppi[c] + amp[c] + accoa[c]	Reversible	c	-1000	1000	0		
rxn00179	ATP L-glutamate 5-phosphotransferase c0	atp[c] + h[c] + glu_L[c] <==> adp[c] + glu5p[c]	Reversible	c	-1000	1000	0		
rxn00187	L-Glutamate ammonia ligase ADP-forming c0	atp[c] + glu_L[c] + nh4[c] --> h[c] + pi[c] + adp[c] + gln_L[c]	Irreversible	c	0	1000	0		
rxn00190	Deamido-NAD L-glutamine amido-ligase AMP-forming c0	atp[c] + h2o[c] + gln_L[c] + dnad[c] --> ppi[c] + amp[c] + glu_L[c] + nad[c]	Irreversible	c	0	1000	0		
rxn00192	Acetyl-CoA L-glutamate N-acetyltransferase c0	glu_L[c] + accoa[c] --> h[c] + coa[c] + acglu[c]	Irreversible	c	0	1000	0		
rxn00193	L-Glutamate racemase c0	glu_L[c] <==> glu_D[c]	Reversible	c	-1000	1000	0		
rxn00199	Oxalosuccinate NADP oxidoreductase decarboxylating c0	h[c] + oxasucc[c] --> co2[c] + akg[c]	Irreversible	c	0	1000	0		
rxn00206	Superoxide superoxide oxidoreductase c0	(2) o2s[c] --> o2[c] + h2o2[c]	Irreversible	c	0	1000	0		
rxn00211	UDPglucose NAD oxidoreductase c0	h2o[c] + (2) nad[c] + udpg[c] <==> (3) h[c] + (2) nadh[c] + udpglcur[c]	Reversible	c	-1000	1000	0		
rxn00212	UDPglucose pyrophosphohydrolase c0	h2o[c] + udpg[c] --> g1p[c] + ump[c]	Irreversible	c	0	1000	0		
rxn00213	UTP alpha-D-glucose-1-phosphate uridylyltransferase c0	g1p[c] + utp[c] <==> ppi[c] + udpg[c]	Reversible	c	-1000	1000	0		
rxn00214	UDPglucose 4-epimerase c0	udpg[c] <==> udpgal[c]	Reversible	c	-1000	1000	0		
rxn00216	ATP D-glucose 6-phosphotransferase c0	atp[c] + glc_D[c] <==> g6p[c] + adp[c]	Reversible	c	-1000	1000	0		
rxn00224	Protoporphyrin ferro-lyase c0	ppp9[c] + fe2[c] <==> (2) h[c] + pheme[c]	Reversible	c	-1000	1000	0		
rxn00225	ATP acetate phosphotransferase c0	atp[c] + h[c] + ac[c] <==> adp[c] + actp[c]	Reversible	c	-1000	1000	0		
rxn00227	Acetyl phosphate phosphohydrolase c0	h2o[c] + actp[c] --> (2) h[c] + pi[c] + ac[c]	Irreversible	c	0	1000	0		
rxn00237	ATP nucleoside-diphosphate phosphatransferase c0	atp[c] + gdp[c] <==> adp[c] + gtp[c]	Reversible	c	-1000	1000	0		
rxn00239	ATP dGMP phosphotransferase c0	atp[c] + gmp[c] <==> adp[c] + gdp[c]	Reversible	c	-1000	1000	0		
rxn00242	Guanosine-3' 5'-bisdiphosphate 3'-pyrophosphohydrolase c0	h2o[c] + gdpdp[c] --> ppi[c] + gdp[c]	Irreversible	c	0	1000	0		
rxn00250	Pyruvate carbon-dioxide ligase ADP-forming c0	atp[c] + pyr[c] + hco3[c] <==> h[c] + pi[c] + adp[c] + oaa[c]	Reversible	c	-1000	1000	0		
rxn00251	Orthophosphate oxaloacetate carboxyl-lyase phosphorylating c0	(2) h[c] + pi[c] + oaa[c] <==> h2o[c] + pep[c] + co2[c]	Reversible	c	-1000	1000	0		
rxn00256	Citrate oxaloacetate-lyase pro-3S-CH2COO- -> acetyl-CoA c0	h2o[c] + accoa[c] + oaa[c] --> h[c] + coa[c] + cit[c]	Irreversible	c	0	1000	0		
rxn00260	L-Aspartate 2-oxoglutarate aminotransferase c0	asp_L[c] + akg[c] <==> glu_L[c] + oaa[c]	Reversible	c	-1000	1000	0		
rxn00262	L-Aspartic acid oxygen oxidoreductase deaminating c0	h2o[c] + o2[c] + asp_L[c] --> nh4[c] + h2o2[c] + oaa[c]	Irreversible	c	0	1000	0		
rxn00269	Aminoacetic acid oxygen oxidoreductase deaminating c0	h2o[c] + o2[c] + gly[c] --> nh4[c] + glx[c] + h2o2[c]	Irreversible	c	0	1000	0		
rxn00272	L-Alanine glyoxylate aminotransferase c0	glx[c] + ala_L[c] <==> pyr[c] + gly[c]	Reversible	c	-1000	1000	0		
rxn00274	Succinyl-CoA glycine C-succinyl-transferasedecarboxylating c0	accoa[c] + gly[c] <==> coa[c] + 2aobut[c]	Reversible	c	-1000	1000	0		
rxn00278_ALAD_L	L-Alanine NAD oxidoreductase deaminating c0	h2o[c] + nad[c] + ala_L[c] --> h[c] + pyr[c] + nadh[c] + nh4[c]	Irreversible	c	0	1000	0		
rxn00283	L-Alanine racemase c0	ala_L[c] <==> ala_D[c]	Reversible	c	-1000	1000	0		
rxn00285	Succinate CoA ligase ADP-forming c0	atp[c] + coa[c] + succ[c] <==> pi[c] + adp[c] + succoa[c]	Reversible	c	-1000	1000	0		
rxn00288_SUCD1i	Succinate acceptor oxidoreductase c0	succ[c] + fad[c] --> fadh2[c] + fum[c]	Irreversible	c	0	1000	0		
rxn00291	N-succinyl-L-glutamate amidohydrolase c0	h2o[c] + sucglu[c] <==> glu_L[c] + succ[c]	Reversible	c	-1000	1000	0		
rxn00292	UDP-N-acetyl-D-glucosamine 2-epimerase c0	h2o[c] + uacgam[c] <==> udp[c] + acmana[c]	Reversible	c	-1000	1000	0		
rxn00293	UTP N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase c0	utp[c] + acgam1p[c] <==> ppi[c] + uacgam[c]	Reversible	c	-1000	1000	0		
rxn00295	UDP-N-acetyl-D-glucosamine 4-epimerase c0	uacgam[c] <==> uacgala[c]	Reversible	c	-1000	1000	0		
rxn00297	UDP-N-acetyl-D-glucosamine 2-epimerase c0	uacgam[c] <==> uacmam[c]	Reversible	c	-1000	1000	0		
rxn00299	GTP 7 8-8 9-dihydrolase c0	h2o[c] + gtp[c] --> h[c] + ahdt[c] + for[c]	Irreversible	c	0	1000	0		
rxn00300	GTP 7 8-8 9-dihydrolase pyrophosphate-forming c0	(3) h2o[c] + gtp[c] --> ppi[c] + h[c] + for[c] + 25drapp[c]	Irreversible	c	0	1000	0		
rxn00302	GTP 7 8-8 9-dihydrolase c0	h2o[c] + gtp[c] --> Formamidopyrimidinenucleosidetriphosphate[c]	Irreversible	c	0	1000	0		
rxn00303	ATP GTP 3'-pyrophosphotransferase c0	atp[c] + gtp[c] <==> amp[c] + gdptp[c]	Reversible	c	-1000	1000	0		
rxn00313	meso-2 6-Diaminoheptanedioate carboxy-lyase c0	h[c] + 26dap_M[c] --> co2[c] + lys_L[c]	Irreversible	c	0	1000	0		
rxn00322	L-Lysine carboxy-lyase c0	h[c] + lys_L[c] --> co2[c] + 15dap[c]	Irreversible	c	0	1000	0		
rxn00333	S-2-Hydroxy-acid oxygen 2-oxidoreductase c0	o2[c] + glyclt[c] --> glx[c] + h2o2[c]	Irreversible	c	0	1000	0		
rxn00337	ATP L-aspartate 4-phosphotransferase c0	atp[c] + h[c] + asp_L[c] <==> adp[c] + 4pasp[c]	Reversible	c	-1000	1000	0		
rxn00338	L-aspartate oxidase c0	o2[c] + asp_L[c] --> h[c] + h2o2[c] + iasp[c]	Irreversible	c	0	1000	0		
rxn00346	L-Aspartate 1-carboxy-lyase c0	h[c] + asp_L[c] --> co2[c] + ala_B[c]	Irreversible	c	0	1000	0		
rxn00350	glutathione hydralase periplasmic c0	h2o[c] + gthrd[c] <==> glu_L[c] + cgly[c]	Reversible	c	-1000	1000	0		
rxn00351	gamma-L-Glutamyl-L-cysteine glycine ligase ADP-forming c0	atp[c] + gly[c] + glucys[c] --> h[c] + pi[c] + adp[c] + gthrd[c]	Irreversible	c	0	1000	0		
rxn00355	UTP alpha-D-hexose-1-phosphate uridylyltransferase c0	utp[c] + gal1p[c] <==> ppi[c] + udpgal[c]	Reversible	c	-1000	1000	0		
rxn00361	ATP adenylylsulfate 3'-phosphotransferase c0	atp[c] + aps[c] <==> adp[c] + paps[c]	Reversible	c	-1000	1000	0		
rxn00363	Cytidine-5'-monophosphate phosphohydrolase c0	h2o[c] + cmp[c] --> h[c] + pi[c] + Cytidine[c]	Irreversible	c	0	1000	0		
rxn00364	ATP CMP phosphotransferase c0	atp[c] + cmp[c] <==> adp[c] + cdp[c]	Reversible	c	-1000	1000	0		
rxn00379	ATP sulfate adenylyltransferase c0	atp[c] + h[c] + so4[c] <==> ppi[c] + aps[c]	Reversible	c	-1000	1000	0		
rxn00392	ATP riboflavin 5'-phosphotransferase c0	atp[c] + ribflv[c] <==> adp[c] + fmn[c]	Reversible	c	-1000	1000	0		
rxn00394	L-Arginine amidinohydrolase c0	h2o[c] + arg_L[c] <==> urea[c] + orn[c]	Reversible	c	-1000	1000	0		
rxn00405	L-Arginine carboxy-lyase c0	h[c] + arg_L[c] --> co2[c] + agm[c]	Irreversible	c	0	1000	0		
rxn00407	CTP aminohydrolase c0	h[c] + h2o[c] + ctp[c] --> nh4[c] + utp[c]	Irreversible	c	0	1000	0		
rxn00409	ATP nucleoside-diphosphate phosphatransferase c0	atp[c] + cdp[c] <==> adp[c] + ctp[c]	Reversible	c	-1000	1000	0		
rxn00410	UTP ammonia ligaseADP-forming c0	atp[c] + nh4[c] + utp[c] <==> (2) h[c] + pi[c] + adp[c] + ctp[c]	Reversible	c	-1000	1000	0		
rxn00412	UTP ammonia ligaseADP-forming c0	atp[c] + h2o[c] + gln_L[c] + utp[c] --> (2) h[c] + pi[c] + adp[c] + glu_L[c] + ctp[c]	Irreversible	c	0	1000	0		
rxn00414	Carbon-dioxide L-glutamine amido-ligase ADP-forming c0	(2) atp[c] + h2o[c] + gln_L[c] + hco3[c] --> h[c] + pi[c] + (2) adp[c] + glu_L[c] + cbp[c]	Irreversible	c	0	1000	0		
rxn00416	L-aspartate L-glutamine amido-ligase AMP-forming c0	atp[c] + h2o[c] + gln_L[c] + asp_L[c] --> ppi[c] + amp[c] + glu_L[c] + asn_L[c]	Irreversible	c	0	1000	0		
rxn00420	L-O-Phosphoserine phosphohydrolase c0	h2o[c] + pser_L[c] --> h[c] + pi[c] + ser_L[c]	Irreversible	c	0	1000	0		
rxn00422	L-Serine pyruvate aminotransferase c0	pyr[c] + ser_L[c] <==> ala_L[c] + hpyr[c]	Reversible	c	-1000	1000	0		
rxn00423_SERAT	serine O-acetyltransferase c0	accoa[c] + ser_L[c] <==> coa[c] + acser[c]	Reversible	c	-1000	1000	0		
rxn00438	ATP thiamin-phosphate phosphotransferase c0	atp[c] + thmmp[c] <==> adp[c] + thmpp[c]	Reversible	c	-1000	1000	0		
rxn00440	ATP thiamin pyrophosphotransferase c0	atp[c] + thm[c] <==> amp[c] + thmpp[c]	Reversible	c	-1000	1000	0		
rxn00441	2-Oxoglutarate Thiamin diphosphate 2-oxidoreductasedecarboxylating c0	h[c] + thmpp[c] + akg[c] --> co2[c] + 3_Carboxy_1_hydroxypropyl_ThPP[c]	Irreversible	c	0	1000	0		
rxn00459	2-Phospho-D-glycerate hydro-lyase c0	2pg[c] <==> h2o[c] + pep[c]	Reversible	c	-1000	1000	0		
rxn00461	Phosphoenolpyruvate UDP-N-acetyl-D-glucosamine c0	pep[c] + uacgam[c] <==> h[c] + pi[c] + uaccg[c]	Reversible	c	-1000	1000	0		
rxn00470	L-Ornithine carboxy-lyase c0	h[c] + orn[c] --> co2[c] + ptrc[c]	Irreversible	c	0	1000	0		
rxn00474	L-Serine hydro-lyase adding indoleglycerol-phosphate c0	ser_L[c] + indole[c] <==> h2o[c] + trp_L[c]	Reversible	c	-1000	1000	0		
rxn00493	L-Phenylalanine 2-oxoglutarate aminotransferase c0	akg[c] + phe_L[c] <==> glu_L[c] + phpyr[c]	Reversible	c	-1000	1000	0		
rxn00499	(S)-Lactate:NAD+ oxidoreductase (EC 1.1.1.27)	nad[c] + lac_L[c] <==> nadh[c] + pyr[c] + h[c]	Reversible	c	-1000	1000	0		
rxn00515	ATP nucleoside-diphosphate phosphatransferase c0	atp[c] + idp[c] <==> adp[c] + itp[c]	Reversible	c	-1000	1000	0		
rxn00527	L-Tyrosine 2-oxoglutarate aminotransferase c0	akg[c] + tyr_L[c] <==> glu_L[c] + 34hpp[c]	Reversible	c	-1000	1000	0		
rxn00543	Ethanol NAD oxidoreductase c0	nad[c] + etoh[c] <==> h[c] + nadh[c] + acald[c]	Reversible	c	-1000	1000	0		
rxn00545	ATP D-fructose-6-phosphate 1-phosphotransferase c0	atp[c] + f6p[c] <==> adp[c] + fdp[c]	Reversible	c	-1000	1000	0		
rxn00548	D-Fructose-6-phosphate D-erythrose-4-phosphate-lyase c0	h[c] + pi[c] + f6p[c] <==> h2o[c] + e4p[c] + actp[c]	Reversible	c	-1000	1000	0		
rxn00549	D-Fructose-1 6-bisphosphate 1-phosphohydrolase c0	h2o[c] + fdp[c] --> h[c] + pi[c] + f6p[c]	Irreversible	c	0	1000	0		
rxn00555_GF6PTA	L-Glutamine D-fructose-6-phosphate aminotransferase hexose c0	f6p[c] + gln_L[c] --> gam6p[c] + glu_L[c]	Irreversible	c	0	1000	0		
rxn00558	D-Glucose-6-phosphate ketol-isomerase c0	g6p[c] <==> f6p[c]	Reversible	c	-1000	1000	0		
rxn00567	Ferrocytochrome-c oxygen oxidoreductase c0	h2o[c] + ficytc[c] + no[c] <==> (2) h[c] + no2[c] + focytc[c]	Reversible	c	-1000	1000	0		
rxn00604_G6PDH	D-Glucose-6-phosphate NADP 1-oxoreductase c0	g6p[c] + nadp[c] --> h[c] + nadph[c] + 6pgl[c]	Irreversible	c	0	1000	0		
rxn00605	UDPglucose D-glucose-6-phosphate 1-alpha-D-glucosyltransferase c0	g6p[c] + udpg[c] <==> tre6p[c] + udp[c]	Reversible	c	-1000	1000	0		
rxn00611	sn-Glycerol-3-phosphate NAD 2-oxidoreductase c0	nad[c] + glyc3p[c] <==> h[c] + dhap[c] + nadh[c]	Reversible	c	-1000	1000	0		
