DNA-Binding-Sites	DNA-Segments	
IS-Elements	DNA-Segments	
SNPs	DNA-Segments	
Terminators	mRNA-Segments	
mRNA-Binding-Sites	mRNA-Segments	
Protein-Binding-Regions	Protein-Segments;Protein-Binding-Features	
Active-Peptides	Protein-Segments	
Chains	Protein-Segments	
Conserved-Regions	Protein-Segments	
Intramembrane-Regions	Protein-Segments	
Propeptides	Protein-Segments	
Protein-Structure-Regions	Protein-Segments	
Repeats	Protein-Segments	
Sequence-Variants	Protein-Segments	
Signal-Sequences	Protein-Segments	
Transit-Peptides	Protein-Segments	
Transmembrane-Regions	Protein-Segments	
Zn-Finger-Regions	Protein-Segments	
Polynucleotide-Enzyme-Substrates	Polymer-Segment-Enzyme-Substrates	
Amino-Acid-Sites-That-Bind	Amino-Acid-Sites;Protein-Binding-Features	
Interchain-Crosslinks	Crosslink-Sites;Protein-Binding-Features	
Crosslink-Sites	Amino-Acid-Sites	
Cleavage-of-Initial-Methionine	Amino-Acid-Sites	
Selenocysteine-sites	Amino-Acid-Sites	
Modified-Residues	Amino-Acid-Sites	
Active-Sites	Amino-Acid-Sites	
Phenotype-Microarray-Media	Growth-Media	
Biomass-Templates	Biomass-Compositions	
Compounds	Compounds-And-Elements	a small molecule
All-Elements	Compounds-And-Elements	All Elements
Compounds-Holder-Class	Compounds;Holder-Class	a nonspecific small molecule
Complexes	Macromolecules	a complex
Polynucleotides	Macromolecules	a polynucleotide
Proteins	Macromolecules	a protein
Polynucleotide-Holder	Polynucleotides;Holder-Class	a polynucleotide
General-Protein-Substrates	Holder-Class;Proteins	a protein
Regulation-of-Transcription-Initiation	Regulation-of-Transcription	
Transcriptional-Attenuation	Regulation-of-Transcription	
Regulation-of-Degradation	Regulation-of-Gene-Products	
Regulation-of-Production	Regulation-of-Gene-Products	
Compound-Mediated-Translation-Regulation	Regulation-of-Translation	Small-Molecule-Mediated-Translation-Regulation
Protein-Mediated-Translation-Regulation	Regulation-of-Translation	
RNA-Mediated-Translation-Regulation	Regulation-of-Translation	
CCO-CE-BAC	CCO-ENVELOPE	cell envelope (sensu Bacteria)
CCO-ORGANEL-ENV	CCO-ENVELOPE	organellar envelope
CCO-ACIDCALC-LUM	CCO-SPACE	acidocalcisomal lumen
CCO-CONTRCTVAC-LUM	CCO-SPACE	contractile vacuolar lumen
CCO-CYTOSOL	CCO-SPACE	cytosol
CCO-ENDO-LUM	CCO-SPACE	endosome lumen
CCO-ER-LUM	CCO-SPACE	endoplasmic reticulum lumen
CCO-EXTRACELLULAR	CCO-SPACE	extracellular space
CCO-GOLGI-LUM	CCO-SPACE	Golgi lumen
CCO-LYS-LUM	CCO-SPACE	lysosome lumen
CCO-MICRO-LUM	CCO-SPACE	microbody lumen
CCO-MIT-IM-SPC	CCO-SPACE	mitochondrial intermembrane space
CCO-MIT-LUM	CCO-SPACE	mitochondrial lumen
CCO-NUC-LUM	CCO-SPACE	nuclear lumen
CCO-PERINUC-SPC	CCO-SPACE	perinuclear space
CCO-PERIPLASM	CCO-SPACE	periplasmic space
CCO-PLAST-IM-SPC	CCO-SPACE	plastid intermembrane space
CCO-PLASTID-STR	CCO-SPACE	plastid stroma
CCO-THY-LUM	CCO-SPACE	thylakoid lumen
CCO-UNKNOWN-SPACE	CCO-SPACE	unknown space
CCO-VAC-LUM	CCO-SPACE	vacuolar lumen
CCO-VES-LUM	CCO-SPACE	vesicle lumen
CCO-EXTRACELL-MAT	CCO-SURFACE-MAT	extracellular matrix (sensu Animalia)
CCO-CELLWALL	CCO-SURFACE-MAT	cell wall
CCO-MICROSOME	CCO-CELL-FRACT	microsome
CCO-MEM-ORG	CCO-ORGANELLE	membrane-bound organelle
CCO-NON-MEM-ORG	CCO-ORGANELLE	non-membrane-bound organelle
CCO-SPORE	CCO-SUPER-COMP	
CCO-CYTOPLASM	CCO-SUPER-COMP	cytoplasm
CCO-ACIDCALC-MEM	CCO-MEMBRANE	acidocalcisomal membrane
CCO-CONTRCTVAC-MEM	CCO-MEMBRANE	contractile vacuolar membrane
CCO-ENDO-MEM	CCO-MEMBRANE	endosome membrane
CCO-ER-MEM	CCO-MEMBRANE	endoplasmic reticulum membrane
CCO-GOLGI-MEM	CCO-MEMBRANE	Golgi membrane
CCO-LYS-MEM	CCO-MEMBRANE	lysosomal membrane
CCO-MBODY-MEM	CCO-MEMBRANE	microbody membrane
CCO-MIT-MEM	CCO-MEMBRANE	mitochondrial membrane
CCO-NUC-MEM	CCO-MEMBRANE	nuclear membrane
CCO-OUTER-MEM	CCO-MEMBRANE	outer membrane (sensu Gram-negative Bacteria)
CCO-PLASMA-MEM	CCO-MEMBRANE	plasma membrane
CCO-PLASTID-MEM	CCO-MEMBRANE	plastid membrane
CCO-THY-MEM	CCO-MEMBRANE	thylakoid membrane
CCO-VAC-MEM	CCO-MEMBRANE	vacuolar membrane
CCO-VESICLE-MEM	CCO-MEMBRANE	vesicle membrane
CCO-GOLGI-CIST	CCO-SUBORG-CMPT	Golgi cisterna
CCO-CHLOR-THY	CCO-SUBORG-CMPT	chloroplast thylakoid
Biosynthesis	Pathways	Biosynthesis
Energy-Metabolism	Pathways	Generation of Precursor Metabolites and Energy
Signaling-Pathways	Pathways	Signal transduction pathways
Activation-Inactivation-Interconversion	Pathways	Activation/Inactivation/Interconversion
Detoxification	Pathways	
Methionine-Salvage	Pathways	methionine salvage
Transport-Pathways	Pathways	Transport
Degradation	Pathways	Degradation/Utilization/Assimilation
Metabolic-Clusters	Pathways	Metabolic Clusters
Super-Pathways	Pathways	Superpathways
Reactions-Classified-By-Conversion-Type	Reactions	
Reactions-Classified-By-Substrate	Reactions	
Unclassified-Reactions	Reactions	Unclassified reactions
TAX-10239	TAX-1	Viruses
TAX-131567	TAX-1	cellular organisms
GO:0045182	GO:0003674	translation regulator activity
GO:0001071	GO:0003674	nucleic acid binding transcription factor activity
GO:0005198	GO:0003674	structural molecule activity
GO:0009055	GO:0003674	electron carrier activity
GO:0030234	GO:0003674	enzyme regulator activity
GO:0000988	GO:0003674	protein binding transcription factor activity
GO:0004872	GO:0003674	receptor activity
GO:0005488	GO:0003674	binding
GO:0016530	GO:0003674	metallochaperone activity
GO:0060089	GO:0003674	molecular transducer activity
GO:0003824	GO:0003674	catalytic activity
GO:0005215	GO:0003674	transporter activity
GO:0016209	GO:0003674	antioxidant activity
GO:0051234	GO:0008150	establishment of localization
GO:0008152	GO:0008150	metabolic process
GO:0071840	GO:0008150	cellular component organization or biogenesis
GO:0022610	GO:0008150	biological adhesion
GO:0032502	GO:0008150	developmental process
GO:0044699	GO:0008150	single-organism process
GO:0051179	GO:0008150	localization
GO:0002376	GO:0008150	immune system process
GO:0065007	GO:0008150	biological regulation
GO:0022414	GO:0008150	reproductive process
GO:0032501	GO:0008150	multicellular organismal process
GO:0040011	GO:0008150	locomotion
GO:0050896	GO:0008150	response to stimulus
GO:0000003	GO:0008150	reproduction
GO:0051704	GO:0008150	multi-organism process
GO:0009987	GO:0008150	cellular process
GO:0023052	GO:0008150	signaling
GO:0040007	GO:0008150	growth
GO:0048511	GO:0008150	rhythmic process
GO:0044422	GO:0005575	organelle part
GO:0009295	GO:0005575	nucleoid
GO:0031974	GO:0005575	membrane-enclosed lumen
GO:0044421	GO:0005575	extracellular region part
GO:0044464	GO:0005575	cell part
GO:0005623	GO:0005575	cell
GO:0031012	GO:0005575	extracellular matrix
GO:0043226	GO:0005575	organelle
GO:0044425	GO:0005575	membrane part
GO:0005576	GO:0005575	extracellular region
GO:0016020	GO:0005575	membrane
GO:0032991	GO:0005575	macromolecular complex
EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS	EV-EXP-IDA	Binding of cellular extracts
EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS	EV-EXP-IDA	Binding of purified proteins
EV-EXP-IDA-BOUNDARIES-DEFINED	EV-EXP-IDA	Boundaries of transcription experimentally identified
EV-EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP	EV-EXP-IDA	High-throughput transcription initiation mapping
EV-EXP-IDA-PART-PURIFIED-PROTEIN	EV-EXP-IDA	Assay of partially-purified protein 
EV-EXP-IDA-PURIFIED-PROTEIN	EV-EXP-IDA	Assay of protein purified  to homogeneity
EV-EXP-IDA-PURIFIED-PROTEIN-MULTSPECIES	EV-EXP-IDA	Assay of protein purified from mixed culture
EV-EXP-IDA-RADIO	EV-EXP-IDA	Inferred from radio-tracer experiment
EV-EXP-IDA-RNA-POLYMERASE-FOOTPRINTING	EV-EXP-IDA	RNA polymerase footprinting
EV-EXP-IDA-TRANSCRIPT-LEN-DETERMINATION	EV-EXP-IDA	Length of transcript experimentally determined
EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING	EV-EXP-IDA	Transcription initiation mapping
EV-EXP-IDA-UNPURIFIED-PROTEIN	EV-EXP-IDA	Assay of unpurified protein 
EV-EXP-IEP-COREGULATION	EV-EXP-IEP	Inferred through co-regulation
EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS	EV-EXP-IEP	Gene expression analysis
EV-EXP-IGI-FUNC-COMPLEMENTATION	EV-EXP-IGI	Inferred by functional complementation
EV-EXP-IMP-POLAR-MUTATION	EV-EXP-IMP	Polar mutation
EV-EXP-IMP-REACTION-BLOCKED	EV-EXP-IMP	Reaction blocked in mutant
EV-EXP-IMP-REACTION-ENHANCED	EV-EXP-IMP	Reaction enhanced in mutant
EV-EXP-IMP-SITE-MUTATION	EV-EXP-IMP	Site mutation
EV-COMP-AINF-FN-FROM-SEQ	EV-COMP-AINF	Automated inference of function from sequence
EV-COMP-AINF-POSITIONAL-IDENTIFICATION	EV-COMP-AINF	Automated inference of promoter position
EV-COMP-AINF-SIMILAR-TO-CONSENSUS	EV-COMP-AINF	Automated inference based on similarity to consensus sequences
EV-COMP-AINF-SINGLE-DIRECTON	EV-COMP-AINF	Automated inference that a single-gene directon is a transcription unit 
EV-COMP-HINF-FN-FROM-SEQ	EV-COMP-HINF	Human inference of function from sequence
EV-COMP-HINF-POSITIONAL-IDENTIFICATION	EV-COMP-HINF	Human inference of promoter position
EV-COMP-HINF-SIMILAR-TO-CONSENSUS	EV-COMP-HINF	Human inference based on similarity to consensus sequences
Genes	All-Genes	
Phantom-Genes	All-Genes	
Pseudo-Genes	All-Genes	
Truncated-Genes	All-Genes	
Pathogenicity-Islands	Genomic-Islands	
REP-Elements	Extragenic-Sites	
Phage-Attachment-Sites	Extragenic-Sites	
Origin-of-Replication	Extragenic-Sites	
Rho-Dependent-Terminators	Terminators	
Rho-Independent-Terminators	Terminators	
Ca-Binding-Regions	Protein-Binding-Regions	
DNA-Binding-Regions	Protein-Binding-Regions	
Flavin-Binding-Regions	Protein-Binding-Regions	
Nucleotide-Phosphate-Binding-Regions	Protein-Binding-Regions	
Catalytic-Domains	Conserved-Regions	
Alpha-Helix-Regions	Protein-Structure-Regions	
Beta-Strand-Regions	Protein-Structure-Regions	
Coiled-Coil-Regions	Protein-Structure-Regions	
Turn-Regions	Protein-Structure-Regions	
Experimental-Sequence-Variants	Sequence-Variants	
Extrinsic-Sequence-Variants	Sequence-Variants	
Intrinsic-Sequence-Variants	Sequence-Variants	
DEOXYNUCLEOTIDESM	Nucleotides;Polynucleotide-Enzyme-Substrates	(deoxynucleotides)<sub>(m)</sub>
DNA-N	Polynucleotide-Enzyme-Substrates	DNA<sub><i>n</i></sub>
DNA-with-Holiday-Junctions	Polynucleotide-Enzyme-Substrates	a DNA with unresolved recombinational or Holliday junctions, created by RecA
Methylated-DNA	Polynucleotide-Enzyme-Substrates	a methylated DNA
DNA-Segment-in-Reverse-Orientations	Polynucleotide-Enzyme-Substrates	a DNA segment in reverse orientation
Linear-DNA-Duplexes	Polynucleotide-Enzyme-Substrates	a linear DNA duplexes
DNA-Segment-Placeholder	Polynucleotide-Enzyme-Substrates	a DNA segment
DNA-with-mismatch	Polynucleotide-Enzyme-Substrates	a DNA containing a mismatch
Supercoiled-Plasma-DNAs	Polynucleotide-Enzyme-Substrates	a supercoiled plasma DNA
Glycosylation-Sites	Amino-Acid-Sites-That-Bind	
Metal-Binding-Sites	Amino-Acid-Sites-That-Bind	
Lipid-Binding-Sites	Amino-Acid-Sites-That-Bind	
Interchain-Disulfide-Bonds	Disulfide-Bond-Sites;Interchain-Crosslinks	
Intrachain-Crosslinks	Crosslink-Sites	
Disulfide-Bond-Sites	Crosslink-Sites	
D-4-hydroxyvaline-Modifications	Modified-Residues	D-4-hydroxyvaline
Diphthamide-Modifications	Modified-Residues	Diphthamide
Histidine-amide-Modifications	Modified-Residues	Histidine amide
Methionine-derivative-Modifications	Modified-Residues	Methionine derivative
N-acetylmethionine-Modifications	Modified-Residues	N-acetylmethionine
N4-methylasparagine-Modifications	Modified-Residues	N4-methylasparagine
O-5-phospho-RNA-serine-Modifications	Modified-Residues	O-(5-phospho-RNA)-serine
Phosphoarginine-Modifications	Modified-Residues	Phosphoarginine
S-6-FMN-cysteine-Modifications	Modified-Residues	S-6-FMN cysteine
Tele-8alpha-FAD-histidine-Modifications	Modified-Residues	Tele-8alpha-FAD histidine
Z-2-3-didehydrobutyrine-Modifications	Modified-Residues	(Z)-2,3-didehydrobutyrine
1-thioglycine-Modifications	Modified-Residues	1-thioglycine
3-methylthioaspartic-acid-Modifications	Modified-Residues	3-methylthioaspartic acid
4-hydroxyarginine-Modifications	Modified-Residues	4-hydroxyarginine
ADP-ribosylcysteine-Modifications	Modified-Residues	ADP-ribosylcysteine
Aspartyl-isopeptide-Modifications	Modified-Residues	Aspartyl isopeptide
D-asparagine-Modifications	Modified-Residues	D-asparagine
FMN-phosphoryl-serine-Modifications	Modified-Residues	FMN phosphoryl serine
Hypusine-Modifications	Modified-Residues	Hypusine
Methylhistidine-Modifications	Modified-Residues	Methylhistidine
N-acetyltyrosine-Modifications	Modified-Residues	N-acetyltyrosine
N6-ADP-ribosyl-lysine-Modifications	Modified-Residues	N6-(ADP-ribosyl)lysine
O-AMP-threonine-Modifications	Modified-Residues	O-AMP-threonine
Poly-methylaminopropyl-Lys-Modifications	Modified-Residues	N6-poly(methylaminopropyl)lysine
S-cysteinyl-cysteine-Modifications	Modified-Residues	S-cysteinyl cysteine
Tele-phosphohistidine-Modifications	Modified-Residues	Tele-phosphohistidine
2-3-didehydrotyrosine-Modifications	Modified-Residues	2,3-didehydrotyrosine
3-phenyllactic-acid-Modifications	Modified-Residues	3-phenyllactic acid
4R-4-5-dihydroxyleucine-Modifications	Modified-Residues	(4R)-4,5-dihydroxyleucine
Alanine-amide-Modifications	Modified-Residues	Alanine amide
Beta-decarboxylated-Asp-Modifications	Modified-Residues	Beta-decarboxylated aspartate
D-phenylalanine-Modifications	Modified-Residues	D-phenylalanine
Gamma-Carboxyglutamic-Acid-Modifications	Modified-Residues	
Isoleucine-derivative-Modifications	Modified-Residues	Isoleucine derivative
N-N-N-trimethylserine-Modifications	Modified-Residues	N,N,N-trimethylserine
N-formylglycine-Modifications	Modified-Residues	N-formylglycine
N6-formyllysine-Modifications	Modified-Residues	N6-formyllysine
O-acetylserine-Modifications	Modified-Residues	O-acetylserine
Prolylserin-cysteinate-Modifications	Modified-Residues	Cyclo[(prolylserin)-O-yl] cysteinate
S-nitrosocysteine-Modifications	Modified-Residues	S-nitrosocysteine
Thyroxine-Modifications	Modified-Residues	Thyroxine
2-methylsulfonyltryptophan-Modifications	Modified-Residues	2-methylsulfonyltryptophan
3R-4R-3-4-dihydroxyproline-Modifications	Modified-Residues	(3R,4R)-3,4-dihydroxyproline
5-glutamyl-polyglutamate-Modifications	Modified-Residues	5-glutamyl polyglutamate
Amidation-Modifications	Modified-Residues	
Citrulline-Modifications	Modified-Residues	Citrulline
Cysteine-derivative-Modifications	Modified-Residues	Cysteine derivative
D-tryptophan-Modifications	Modified-Residues	D-tryptophan
Glutamine-amide-Modifications	Modified-Residues	Glutamine amide
Leucine-amide-Modifications	Modified-Residues	Leucine amide
N-N-dimethylproline-Modifications	Modified-Residues	N,N-dimethylproline
N-methylproline-Modifications	Modified-Residues	N-methylproline
N6-pyridoxal-phosphate-Lys-Modifications	Modified-Residues	N6-(pyridoxal phosphate)lysine
O-phosphoribosyl-CoA-Ser-Modifications	Modified-Residues	O-(phosphoribosyl dephospho-coenzyme A)serine
Pros-phosphohistidine-Modifications	Modified-Residues	Pros-phosphohistidine
Serine-microcin-ester-Modifications	Modified-Residues	Serine microcin E492 siderophore ester
Trimethyl-5-hydroxylysine-Modifications	Modified-Residues	N6,N6,N6-trimethyl-5-hydroxylysine
3-4-dihydroxyphenylalanine-Modifications	Modified-Residues	3-,4-dihydroxyphenylalanine
3R-4S-4-hydroxyisoleucine-Modifications	Modified-Residues	(3R,4S)-4-hydroxyisoleucine
5-hydroxylysine-Modifications	Modified-Residues	5-hydroxylysine
Arginine-amide-Modifications	Modified-Residues	Arginine amide
Cysteine-persulfide-Modifications	Modified-Residues	Cysteine persulfide
Deamidated-glutamine-Modifications	Modified-Residues	Deamidated glutamine
Glycerylphosphorylethanol-Modifications	Modified-Residues	5-glutamyl glycerylphosphorylethanolamine
Lysine-derivative-Modifications	Modified-Residues	Lysine derivative
N-acetylcysteine-Modifications	Modified-Residues	N-acetylcysteine
N-pyruvate-2-iminyl-valine-Modifications	Modified-Residues	N-pyruvate 2-iminyl-valine
Nitrated-tyrosine-Modifications	Modified-Residues	Nitrated tyrosine
Pantetheine-phosphoryl-Ser-Modifications	Modified-Residues	O-(pantetheine 4-phosphoryl)serine
Pyrrolylmethanemethyl-Cys-Modifications	Modified-Residues	S-(dipyrrolylmethanemethyl)cysteine
Sulfoserine-Modifications	Modified-Residues	Sulfoserine
Tryptophylquinone-Modifications	Modified-Residues	Tryptophylquinone
3-hydroxyaspartate-Modifications	Modified-Residues	3-hydroxyaspartate
4-5-5-trihydroxyleucine-Modifications	Modified-Residues	4,5,5-trihydroxyleucine
6-chlorotryptophan-Modifications	Modified-Residues	6-chlorotryptophan
Asp-propyl-phosphonoamide-Modifications	Modified-Residues	Aspartic acid 1-[(3-aminopropyl)(5-adenosyl)phosphono]amide
Cysteinyl-phosphothioketal-Modifications	Modified-Residues	2-(S-cysteinyl)pyruvic acid O-phosphothioketal
Dimethylated-arginine-Modifications	Modified-Residues	Dimethylated arginine
Glycyl-adenylate-Modifications	Modified-Residues	Glycyl adenylate
Methionine-amide-Modifications	Modified-Residues	Methionine amide
N-acetylisoleucine-Modifications	Modified-Residues	N-acetylisoleucine
N4-N4-dimethylasparagine-Modifications	Modified-Residues	N4,N4-dimethylasparagine
O-5-phospho-DNA-tyrosine-Modifications	Modified-Residues	O-(5-phospho-DNA)-tyrosine
Phenylalanine-amide-Modifications	Modified-Residues	Phenylalanine amide
S-4a-FMN-cysteine-Modifications	Modified-Residues	S-4a-FMN cysteine
Symmetric-dimethylarginine-Modifications	Modified-Residues	Symmetric dimethylarginine
Valine-amide-Modifications	Modified-Residues	Valine amide
1-amino-2-propanone-Modifications	Modified-Residues	1-amino-2-propanone
3-hydroxyvaline-Modifications	Modified-Residues	3-hydroxyvaline
4-carboxyglutamate-Modifications	Modified-Residues	4-carboxyglutamate
ADP-ribosylasparagine-Modifications	Modified-Residues	ADP-ribosylasparagine
Aspartyl-aldehyde-Modifications	Modified-Residues	Aspartyl aldehyde
D-allo-isoleucine-Modifications	Modified-Residues	D-allo-isoleucine
E-2-3-didehydrotyrosine-Modifications	Modified-Residues	(E)-2,3-didehydrotyrosine
Hydroxyproline-Modifications	Modified-Residues	Hydroxyproline
Methylation-Modifications	Modified-Residues	
N-acetylthreonine-Modifications	Modified-Residues	N-acetylthreonine
N6-1-carboxyethyl-lysine-Modifications	Modified-Residues	N6-1-carboxyethyl lysine
O-8alpha-FAD-tyrosine-Modifications	Modified-Residues	O-8alpha-FAD tyrosine
Phosphorylation-Modifications	Modified-Residues	
S-coelenterazin-3a-yl-Cys-Modifications	Modified-Residues	S-(coelenterazin-3a-yl)cysteine
Tele-methylhistidine-Modifications	Modified-Residues	Tele-methylhistidine
2-3-didehydrobutyrine-Modifications	Modified-Residues	2,3-didehydrobutyrine
3-oxoalanine-Modifications	Modified-Residues	3-oxoalanine
4-hydroxyproline-Modifications	Modified-Residues	4-hydroxyproline
Acetylation-Modifications	Modified-Residues	
Bacillithiol-Cys-disulfide-Modifications	Modified-Residues	S-bacillithiol cysteine disulfide
D-methionine-Modifications	Modified-Residues	D-methionine
Formylation-Modifications	Modified-Residues	
Isoleucine-amide-Modifications	Modified-Residues	Isoleucine amide
N-D-glucuronoyl-glycine-Modifications	Modified-Residues	N-D-glucuronoyl glycine
N-carbamoylalanine-Modifications	Modified-Residues	N-carbamoylalanine
N6-carboxylysine-Modifications	Modified-Residues	N6-carboxylysine
O-UMP-tyrosine-Modifications	Modified-Residues	O-UMP-tyrosine
Proline-amide-Modifications	Modified-Residues	Proline amide
S-methylcysteine-Modifications	Modified-Residues	S-methylcysteine
Threonine-methyl-ester-Modifications	Modified-Residues	Threonine methyl ester
2-methylglutamine-Modifications	Modified-Residues	2-methylglutamine
3R-3-hydroxyaspartate-Modifications	Modified-Residues	(3R)-3-hydroxyaspartate
5-glutamyl-N2-lysine-Modifications	Modified-Residues	5-glutamyl N2-lysine
Allysine-Modifications	Modified-Residues	Allysine
Bromohistidine-Modifications	Modified-Residues	Bromohistidine
D-threonine-Modifications	Modified-Residues	D-threonine
Glutamic-acid-1-amide-Modifications	Modified-Residues	Glutamic acid 1-amide
Lactic-acid-Modifications	Modified-Residues	Lactic acid
N-N-dimethylleucine-Modifications	Modified-Residues	N,N-dimethylleucine
N-methylleucine-Modifications	Modified-Residues	N-methylleucine
N6-methylated-lysine-Modifications	Modified-Residues	N6-methylated lysine
O-methylthreonine-Modifications	Modified-Residues	O-methylthreonine
Pros-methylhistidine-Modifications	Modified-Residues	Pros-methylhistidine
Serine-amide-Modifications	Modified-Residues	Serine amide
Triiodothyronine-Modifications	Modified-Residues	Triiodothyronine
3-4-dihydroxyarginine-Modifications	Modified-Residues	3,4-dihydroxyarginine
3R-4S-3-4-dihydroxyproline-Modifications	Modified-Residues	(3R,4S)-3,4-dihydroxyproline
5-hydroxy-3-methylproline-Modifications	Modified-Residues	5-hydroxy-3-methylproline
Aminomalonic-acid-Modifications	Modified-Residues	Aminomalonic acid
Cysteine-amide-Modifications	Modified-Residues	Cysteine amide
Cysteine-methyl-ester-Modifications	Modified-Residues	Cysteine methyl ester
Deamidated-asparagine-Modifications	Modified-Residues	Deamidated asparagine
Glutamyl-aminoadipic-acid-Modifications	Modified-Residues	5-glutamyl 2-aminoadipic acid
Lysine-amide-Modifications	Modified-Residues	Lysine amide
N-acetylaspartate-Modifications	Modified-Residues	N-acetylaspartate
N-pyruvate-2-iminyl-Cys-Modifications	Modified-Residues	N-pyruvate 2-iminyl-cysteine
N6-succinyllysine-Modifications	Modified-Residues	N6-succinyllysine
Omega-N-methylated-Arg-Modifications	Modified-Residues	Omega-N-methylated arginine
Pyrrolidone-carboxylic-Modifications	Modified-Residues	Pyrrolidone carboxylic acid
Sulfation-Modifications	Modified-Residues	
Tryptophan-derivative-Modifications	Modified-Residues	Tryptophan derivative
3-hydroxyasparagine-Modifications	Modified-Residues	3-hydroxyasparagine
3S-4R-3-4-dihydroxy-Ile-Modifications	Modified-Residues	(3S,4R)-3,4-dihydroxyisoleucine
6-bromotryptophan-Modifications	Modified-Residues	6-bromotryptophan
Asp-chondroitin-sulfate-Modifications	Modified-Residues	Aspartate 1-(chondroitin 4-sulfate)-ester
Cysteine-sulfinic-acid-Modifications	Modified-Residues	Cysteine sulfinic acid (-SO2H)
Diiodotyrosine-Modifications	Modified-Residues	Diiodotyrosine
Glycyl-Radical-Modifications	Modified-Residues	
Lysino-D-alanine-Modifications	Modified-Residues	Lysino-D-alanine
N-acetylglycine-Modifications	Modified-Residues	N-acetylglycine
N2-succinyltryptophan-Modifications	Modified-Residues	N2-succinyltryptophan
O-5-phospho-DNA-serine-Modifications	Modified-Residues	O-(5-phospho-DNA)-serine
Pentaglycyl-murein-Thr-Modifications	Modified-Residues	Pentaglycyl murein peptidoglycan amidated threonine
S-4-hydroxycinnamyl-Cys-Modifications	Modified-Residues	S-(4-hydroxycinnamyl)cysteine
Sulfotyrosine-Modifications	Modified-Residues	Sulfotyrosine
Ubiquitination-Modifications	Modified-Residues	
3-hydroxyproline-Modifications	Modified-Residues	3-hydroxyproline
