#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23588:10329	rdp1028_1542109	273	92	54.12	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:11477:10424	gg20110531_56561	681	67	45.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:6756:11173	slr108_6093	292	132	60.83	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:6756:11173	slr108_4907	397	73	33.64	95.89
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14151:11872	slr108_3913	3356	56	27.45	98.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14151:11872	slr108_8082	3467	37	18.14	97.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:27454:12315	ncbibact2012011723S_3343	251	84	39.81	90.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18065:12549	rdp1028_919391	543	155	66.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14142:12556	slr108_3913	3335	124	60.19	96.77
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18700:12695	ssr108_448480	48	73	48.34	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:17008:13264	hmp2011120623S_287	1623	204	83.95	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16923:13338	hmp2011120623S_429	1256	217	86.80	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:28165:13831	hmp2011120623S_434	88	101	56.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:12607:13871	hmp2011120623S_668	1494	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:8718:14101	slr108_3461	1372	128	73.14	96.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:19599:14163	ncbibact2012011723S_1370	2060	91	53.85	95.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:2845:14177	slr108_1073	3438	131	52.40	99.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:2845:14177	slr108_1073	3474	123	49.20	98.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18119:14653	ssr108_58509	887	221	88.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:26256:14881	hmp2011120623S_587	1115	82	59.85	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:22122:15172	slr108_12454	2014	115	80.99	94.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:3197:15404	slr108_15332	438	183	76.25	92.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:5195:15685	slr108_6093	1688	78	56.93	98.72
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:13606:15784	slr108_12963	1054	126	59.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:11986:15902	hmp2011120623S_83	2162	133	52.99	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:11986:15902	hmp2011120623S_144	1784	126	50.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:6743:16225	ncbibact2012011723S_1984	713	49	37.69	95.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:13411:16488	hmp2011120623S_652	2300	142	88.75	95.77
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:27858:16679	hmp2011120623S_287	1820	94	62.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18758:16725	slr108_6738	1514	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23161:16798	ncbibact2012011723S_3364	1729	103	56.28	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:22577:16881	slr108_15332	383	196	79.67	91.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:22577:16881	slr108_15958	255	58	23.58	98.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:9958:17055	slr108_15940	1471	218	88.00	91.36
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16779:17512	slr108_4508	2405	138	63.89	99.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:11254:17577	rdp1028_586177	685	144	73.85	99.31
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:17545:17784	ssr108_226466	1150	173	85.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:12127:17969	slr108_6093	287	246	98.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:21010:18058	slr108_18271	1063	65	44.83	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18187:18202	hmp2011120623S_318	1456	222	88.80	99.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:8526:18364	hmp2011120623S_435	1616	131	70.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:2259:18488	slr108_17666	69	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:2749:18702	ssr108_240509	1283	105	69.54	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:27749:18744	slr108_11711	353	98	40.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:27749:18744	slr108_11711	353	87	35.51	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14415:18762	slr108_13486	486	180	76.27	96.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:8412:18915	hmp2011120623S_543	1416	248	99.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23918:19347	slr108_494	1026	47	46.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:13491:19668	hmp2011120623S_435	1621	148	80.43	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23733:19723	hmp2011120623S_623	12	240	97.96	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:24238:19912	slr108_1157	2593	251	100.00	96.81
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23192:19945	slr108_6121	1600	70	44.59	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23602:19957	gg20110531_94865	190	82	54.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:5556:20001	slr108_8061	1367	63	45.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:24750:20049	slr108_3526	802	144	64.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:10290:20455	hmp2011120623S_582	1272	247	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16604:20670	hmp2011120623S_420	1672	192	81.36	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:6455:20847	ssr108_58509	1309	236	94.40	88.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:15208:20872	ssr108_58509	227	61	36.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16595:21277	slr108_4548	443	229	91.60	95.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:13965:21350	ssr108_226505	1206	111	59.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:23228:21447	slr108_4548	877	86	50.59	98.84
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:10621:21468	slr108_10785	1684	156	62.40	98.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18708:21478	slr108_8914	740	251	100.00	98.41
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:6785:21604	slr108_15332	380	130	57.52	96.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:13068:21724	slr108_6130	1609	110	57.89	99.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:15546:21840	ssr108_189393	1286	187	74.50	99.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:15546:21840	ssr108_448480	1073	69	27.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:11654:22417	slr108_3719	1048	172	76.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:8365:22686	ssr108_39129	48	140	56.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:8365:22686	ssr108_39129	126	112	44.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:25075:22821	rdp1028_10599	199	90	52.94	98.89
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:17768:23011	hmp2011120623S_195	1473	198	79.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:17631:23055	ssr108_560677	15	211	84.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:21180:23255	slr108_6047	1272	197	81.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:9339:23334	hmp2011120623S_283	1162	58	39.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:21903:23710	ncbibact2012011723S_1926	1836	71	47.02	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:19341:23750	slr108_3309	1688	195	78.63	94.36
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:5157:24290	slr108_1500	1315	119	70.83	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:20265:25422	rdp1028_1306979	87	120	53.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14008:25484	ncbibact2012011723S_617	1051	57	41.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:12536:25699	hmp2011120623S_668	192	114	58.46	99.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:19408:26514	ssr108_26441	271	47	48.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:21473:26889	slr108_6043	988	81	59.12	98.77
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:17791:26892	ncbibact2012011723S_1859	196	188	83.56	92.02
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:18629:26947	slr108_6121	1545	71	46.71	98.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:20633:27391	hmp2011120623S_404	1545	78	50.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:9986:27489	rdp1028_101578	262	63	52.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16463:27492	rdp1028_101073	126	116	59.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16118:28139	slr108_3461	1343	185	81.86	93.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:16845:28315	ncbibact2012011723S_465	190	186	79.49	99.46
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1101:14148:28438	slr108_18759	312	121	83.45	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:10021:2862	hmp2011120623S_73	2698	66	47.06	95.45
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:19904:3007	slr108_18271	1071	129	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17154:3316	gg20110531_14024	235	66	54.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:19606:3662	hmp2011120623S_265	1308	205	83.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22321:3674	gg20110531_10373	442	129	64.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22321:3674	gg20110531_579977	488	79	39.50	98.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17858:4095	rdp1028_1148816	1274	82	56.94	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:13729:4101	ssr108_226466	1171	149	78.42	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:7768:4217	slr108_4842	209	150	80.21	99.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:7768:4217	ncbibact2012011723S_761	274	39	20.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17911:4228	ssr108_7207	1472	73	55.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14977:4267	ncbibact2012011723S_3311	2845	93	55.03	98.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:16175:4388	ssr108_560591	221	117	60.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:24069:5222	gg20110531_87232	151	102	57.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23583:5303	gg20110531_162340	564	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14766:5397	hmp2011120623S_78	759	53	39.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23759:5603	hmp2011120623S_566	280	109	52.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23759:5603	hmp2011120623S_566	305	59	28.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:10494:5710	slr108_147	1507	125	57.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:10494:5710	slr108_1002	1608	39	17.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:13394:5782	slr108_5992	1320	126	70.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:25240:5830	rdp1028_100618	376	209	84.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:12865:5850	hmp2011120616S_1242	247	185	79.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:19501:5882	rdp1028_689675	661	45	36.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:7776:6415	hmp2011120623S_671	1549	220	88.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9778:6471	slr108_9036	475	93	59.62	88.17
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17393:6603	slr108_8525	828	87	52.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5900:7215	slr108_6398	1621	68	45.33	98.53
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5292:7342	hmp2011120623S_652	1671	244	98.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9950:7426	slr108_4745	1627	73	45.34	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14547:7531	slr108_3719	468	118	59.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11852:7557	hmp2011120623S_404	1281	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17387:7589	slr108_3526	1534	94	54.34	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9937:8312	hmp2011120623S_701	811	130	62.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22531:8365	hmp2011120623S_623	2170	79	39.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22531:8365	hmp2011120623S_652	585	44	22.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9503:8384	ssr108_131976	15	170	67.73	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14850:8474	ncbibact2012011723S_286	312	247	100.00	94.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17147:8508	ssr108_226466	1214	113	58.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:16405:8891	ssr108_3944	1	170	67.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:16405:8891	ssr108_3944	20	60	23.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:26921:9171	slr108_9870	849	97	55.43	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:3917:9260	slr108_6446	1252	250	100.00	97.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22930:9331	gg20110531_113936	207	179	74.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14498:9656	hmp2011120623S_681	295	118	60.82	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14498:9656	slr108_18759	398	80	41.24	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:26130:9865	hmp2011120623S_195	1475	196	82.01	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:3410:9966	slr108_4548	686	108	55.38	99.07
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18743:10009	gg20110531_473389	267	83	100.00	89.16
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:28341:10085	ssr108_4463	99	122	70.52	99.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:25507:10092	slr108_4663	1313	109	57.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:24850:10176	ssr108_558896	685	116	58.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9401:10405	hmp2011120623S_623	1255	146	73.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:7862:10585	slr108_18271	1064	136	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:13027:10610	slr108_15967	737	113	58.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14087:10723	ncbibact2012011723S_761	2184	116	60.73	97.41
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:4761:11686	slr108_5992	1264	195	78.95	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:15073:11934	slr108_3893	2191	113	76.35	99.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:2319:12287	hmp2011120623S_436	1618	80	59.70	98.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:15616:12361	ncbibact2012011723S_785	270	127	61.65	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:2672:12828	gg20110531_153172	1177	78	51.66	98.72
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23105:12891	ncbibact2012011723S_1484	1318	137	75.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9720:13151	slr108_2026	401	65	43.05	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11041:13436	slr108_12126	1256	246	98.80	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:10002:13480	ssr108_85567	1459	61	42.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:2074:13562	ncbibact2012011723S_1877	2080	70	86.42	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6683:13613	slr108_12320	1059	71	46.41	98.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11673:13688	ssr108_226446	1103	154	66.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6212:14305	slr108_18321	1755	112	49.34	98.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6212:14305	slr108_12320	1068	78	34.36	98.72
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:8150:14472	ncbibact2012011723S_2401	770	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:16045:14669	ncbibact2012011723S_3084	74	33	36.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5062:14827	hmp2011120623S_215	1245	97	54.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:29494:15229	slr108_9069	1514	247	98.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22122:15422	hmp2011120623S_684	1492	138	63.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:26874:15496	hmp2011120623S_470	1508	101	56.42	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5100:15551	ncbibact2012011723S_286	257	231	92.03	95.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:13260:15560	slr108_12375	1345	149	63.14	98.66
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17684:15599	slr108_257	763	122	59.80	95.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:15971:15667	slr108_13485	1114	137	72.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:20906:15825	hmp2011120623S_264	1406	93	55.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:28741:15916	hmp2011120623S_195	1433	195	80.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:24872:16572	ssr108_89745	198	49	37.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14165:16800	ncbibact2012011723S_3822	782	79	37.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14165:16800	hmp2011120623S_566	897	59	27.83	98.31
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:20680:17041	gg20110531_67529	574	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23019:17256	slr108_4663	1262	160	65.84	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:13263:17494	rdp1028_796207	31	158	67.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:25042:17546	slr108_8591	2784	121	47.41	92.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:25042:17546	slr108_18572	2396	78	30.68	93.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18131:17681	slr108_3571	1218	182	75.21	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6241:18120	hmp2011120623S_708	1547	71	46.10	98.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11807:18304	hmp2011120623S_684	1505	118	59.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18632:18402	gg20110531_101873	187	153	63.75	99.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:16269:18668	ssr108_240505	6	106	56.99	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:20524:18877	gg20110531_229764	810	109	58.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5533:19342	ssr108_417140	1237	111	58.12	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:8805:19895	slr108_12115	644	58	41.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14431:19959	slr108_6359	717	237	94.80	96.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22317:20185	ssr108_227673	671	232	92.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:21243:20239	slr108_18824	1343	60	43.80	98.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11558:20567	hmp2011120623S_130	902	143	57.20	99.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11558:20567	ncbibact2012011723S_3042	1009	59	23.60	98.31
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:4156:21090	slr108_898	2341	41	28.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22928:21144	ncbibact2012011723S_286	235	204	81.60	93.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22928:21144	ncbibact2012011723S_1327	270	52	20.80	98.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18005:21339	gg20110531_140330	617	250	99.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:9449:21695	slr108_4659	1435	70	46.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:21143:21837	ssr108_39129	174	52	35.62	100.00
